config,kappa,com_ratio,mu,rank,freq,hip_phi,leg_amp,hip_amp,hip_off,survived,net_fwd_speed,n_samples,e_pos_J,e_abs_J,d_fwd_m,cot_pos,single_frac_t,double_frac_t,air_frac_t,roll_mean_deg,roll_rms_deg,pitch_mean_deg,pitch_rms_deg,yaw_mean_deg,yaw_rms_deg,com_x_rms_mm,com_y_rms_mm,com_z_mean_mm,com_z_rms_mm,r_roll_com_x,r_roll_com_y,r_roll_com_z,r_roll_pitch,r_roll_yaw
c3,0.0,1.31,0.1,17,1.79,280.0,105.0,28.0,10.0,1,0.1494,1445,76.899,108.24,1.9418,1.777,0.2824,0.7121,0.0055,-0.483,9.962,-3.257,8.945,8.354,13.238,11.01,12.14,147.37,147.41,-0.9193,-0.5824,-0.1596,-0.4083,-0.0226
c3,0.0,1.31,0.1,18,1.85,280.0,95.0,28.0,10.0,1,0.1451,1445,71.469,100.352,1.8861,1.7,0.3612,0.6284,0.0104,-0.429,9.211,-3.339,8.812,7.525,12.087,10.0,12.08,146.01,146.05,-0.9083,-0.6918,-0.1548,-0.4973,-0.1579
c3,0.0,1.31,0.1,19,1.82,280.0,95.0,28.0,10.0,1,0.1453,1445,68.143,94.346,1.8893,1.618,0.3218,0.6692,0.009,-0.311,9.133,-3.126,8.799,8.209,12.169,9.85,11.57,146.03,146.07,-0.9107,-0.7258,-0.1482,-0.4969,-0.1514
c3,0.0,1.31,0.1,20,1.81,280.0,105.0,28.0,10.0,1,0.1503,1445,78.164,110.704,1.9542,1.794,0.3038,0.6879,0.0083,-0.375,9.87,-2.974,8.818,8.314,13.045,10.95,11.63,147.4,147.45,-0.9187,-0.6111,-0.1402,-0.4017,-0.0172
c3,0.0,1.31,0.3,1,1.98,300.0,105.0,28.0,10.0,1,0.284,1445,143.488,204.288,3.6923,1.743,0.5785,0.1239,0.2976,-0.258,13.932,-14.338,16.73,-34.928,38.762,13.82,39.45,141.55,141.62,-0.8708,-0.1312,-0.2474,-0.849,-0.1679
c3,0.0,1.31,0.3,2,1.97,340.0,125.0,20.0,20.0,1,0.2836,1445,174.107,264.005,3.6866,2.119,0.6754,0.1142,0.2104,0.821,17.809,-10.19,12.395,38.971,42.896,16.65,37.9,140.56,140.6,-0.8544,0.1274,-0.3729,-0.8593,-0.2209
c3,0.0,1.31,0.3,3,1.88,40.0,105.0,28.0,10.0,1,0.2498,1445,118.728,163.132,3.247,1.64,0.717,0.1183,0.1647,-0.005,14.3,-6.438,10.626,0.616,8.099,15.12,19.98,145.69,145.7,-0.9407,0.1174,-0.1837,-0.891,-0.8585
c3,0.0,1.31,0.3,4,1.86,0.0,115.0,24.0,10.0,1,0.2311,1445,133.645,188.682,3.0042,1.996,0.6997,0.0699,0.2304,1.515,17.195,-7.957,11.25,5.128,38.798,18.89,22.23,146.79,146.8,-0.9332,0.1442,-0.4912,-0.9326,-0.0712
c3,0.0,1.31,0.3,5,1.96,340.0,125.0,20.0,20.0,1,0.3401,1445,173.835,262.913,4.4211,1.764,0.71,0.0941,0.1958,0.757,17.975,-9.576,11.806,33.827,35.672,17.06,36.1,140.99,141.02,-0.8586,0.562,-0.5738,-0.942,-0.277
c3,0.0,1.31,0.3,6,1.93,280.0,95.0,28.0,10.0,1,0.3013,1445,118.496,165.162,3.9164,1.357,0.6782,0.1232,0.1986,-0.003,10.712,-13.26,15.737,11.066,15.23,10.39,36.45,141.56,141.6,-0.8713,-0.2009,-0.2489,-0.871,-0.5078
c3,0.0,1.31,0.3,7,1.87,40.0,105.0,28.0,10.0,1,0.3009,1445,119.121,163.924,3.9117,1.366,0.7266,0.0913,0.182,-0.114,15.232,-9.567,12.459,-0.545,9.397,15.49,27.67,144.17,144.18,-0.9346,-0.285,-0.0459,-0.8719,-0.5396
c3,0.0,1.31,0.3,8,1.95,30.0,95.0,28.0,10.0,1,0.1397,1445,123.249,175.186,1.816,3.044,0.674,0.1336,0.1924,-0.25,15.674,-11.789,14.228,-40.452,45.307,15.31,33.17,141.34,141.36,-0.9107,-0.3007,-0.2011,-0.9362,-0.2795
c3,0.0,1.31,0.3,9,1.96,330.0,125.0,20.0,20.0,1,0.2669,1445,169.287,258.55,3.4693,2.189,0.6311,0.1315,0.2374,0.213,16.524,-10.972,12.77,40.547,42.31,15.38,40.11,140.3,140.35,-0.8437,0.0491,-0.3435,-0.8504,-0.271
c3,0.0,1.31,0.3,10,1.95,330.0,125.0,20.0,20.0,1,0.2506,1445,168.485,256.982,3.2579,2.32,0.636,0.1239,0.2401,0.161,16.467,-10.989,12.791,40.082,41.678,15.28,40.15,140.33,140.37,-0.8456,0.0401,-0.336,-0.8499,-0.2914
c3,0.0,1.31,0.3,11,1.85,340.0,125.0,20.0,20.0,1,0.0923,1445,151.337,228.598,1.1996,5.659,0.6574,0.1239,0.2187,0.402,17.023,-10.743,12.746,-51.316,53.027,15.53,39.53,140.33,140.37,-0.8578,0.0145,-0.3087,-0.8398,-0.3216
c3,0.0,1.31,0.3,12,1.91,280.0,95.0,28.0,10.0,1,0.2899,1445,115.66,160.518,3.7693,1.376,0.6886,0.119,0.1924,-0.183,10.624,-12.866,15.385,11.335,15.47,10.31,35.65,141.78,141.82,-0.8734,-0.2098,-0.2315,-0.875,-0.5294
c3,0.0,1.31,0.3,13,1.87,310.0,115.0,28.0,10.0,0,0.3194,111,11.703,17.968,0.3191,1.645,0.4054,0.1982,0.3964,8.948,27.314,-36.294,39.612,58.229,61.39,32.97,83.29,112.11,118.71,-0.9428,-0.3073,-0.7168,-0.5888,0.7408
c3,0.0,1.31,0.3,14,1.95,340.0,125.0,20.0,20.0,1,0.2949,1445,168.671,255.684,3.834,1.974,0.6872,0.119,0.1938,0.307,17.718,-9.89,12.1,39.168,43.308,16.49,37.39,140.74,140.78,-0.8559,0.0929,-0.3564,-0.8521,-0.2178
c3,0.0,1.31,0.3,15,1.84,40.0,105.0,28.0,10.0,1,0.1599,1445,132.329,192.679,2.0786,2.856,0.6671,0.1592,0.1737,0.155,16.918,-12.781,15.0,42.381,43.117,16.49,35.4,141.86,141.89,-0.9204,-0.5242,-0.1037,-0.9429,-0.7982
c3,0.0,1.31,0.3,16,1.92,0.0,125.0,20.0,20.0,1,0.2243,1445,165.378,252.78,2.9165,2.544,0.7003,0.1343,0.1654,0.868,17.844,-9.616,11.651,37.534,39.221,16.6,36.28,141.02,141.04,-0.8731,0.1721,-0.6449,-0.9513,-0.4165
c3,0.0,1.31,0.3,17,1.94,10.0,115.0,28.0,10.0,1,0.3074,1445,160.864,232.398,3.9962,1.806,0.6997,0.0422,0.2581,1.642,19.473,-10.936,14.193,33.441,36.69,20.27,31.44,143.52,143.55,-0.9179,0.0612,-0.3858,-0.9221,-0.1806
c3,0.0,1.31,0.3,18,1.84,0.0,115.0,24.0,10.0,1,-0.0173,1445,130.385,181.995,-0.2253,,0.7176,0.0678,0.2145,1.438,17.004,-7.73,11.067,112.766,113.52,18.65,21.59,146.95,146.97,-0.9341,0.1829,-0.4988,-0.9433,-0.1517
c3,0.0,1.31,0.3,19,1.98,320.0,115.0,16.0,10.0,1,0.2366,1445,136.47,199.944,3.0761,1.99,0.7176,0.0955,0.1869,0.235,13.907,-5.103,7.152,54.101,55.997,16.73,11.92,150.31,150.33,-0.9348,-0.3267,-0.1639,-0.656,-0.1454
c3,0.0,1.31,0.3,20,1.87,0.0,115.0,24.0,10.0,1,0.2627,1445,137.062,193.747,3.4152,1.8,0.7142,0.0699,0.2159,1.403,17.271,-8.023,11.186,37.723,44.166,18.89,22.32,146.75,146.76,-0.9323,0.0609,-0.3979,-0.924,-0.1732
c3,0.0,1.31,0.5,1,1.43,320.0,85.0,24.0,10.0,1,0.1522,1445,58.821,70.326,1.9786,1.334,0.9439,0.0048,0.0512,0.023,16.592,-9.193,11.908,4.595,8.885,15.04,24.93,142.35,142.4,-0.949,-0.2593,0.0471,-0.7801,-0.3684
c3,0.0,1.31,0.5,2,1.71,330.0,85.0,16.0,20.0,1,0.1232,1445,70.011,88.751,1.6022,1.96,0.9024,0.0429,0.0547,0.543,14.437,-8.38,9.857,24.157,28.926,11.81,31.28,138.11,138.14,-0.8878,-0.2143,0.0318,-0.772,-0.1618
c3,0.0,1.31,0.5,3,1.42,320.0,85.0,24.0,10.0,1,0.1454,1445,57.975,69.683,1.8897,1.376,0.9433,0.0028,0.054,0.453,16.833,-8.745,11.851,-0.945,13.762,15.33,24.16,142.42,142.48,-0.9494,-0.1854,0.0584,-0.7265,-0.1691
c3,0.0,1.31,0.5,4,1.72,330.0,85.0,16.0,20.0,1,0.1311,1445,70.737,87.825,1.7046,1.862,0.9273,0.0076,0.0651,1.076,14.221,-8.385,9.694,14.922,15.324,11.67,30.91,138.25,138.27,-0.8927,-0.2168,-0.0496,-0.8711,-0.6009
c3,0.0,1.31,0.5,5,1.52,320.0,85.0,20.0,10.0,1,0.1046,1445,54.859,66.925,1.3596,1.81,0.8955,0.0844,0.0201,0.301,12.982,-5.532,8.027,12.046,19.107,13.11,13.41,145.52,145.54,-0.9536,-0.2957,-0.0402,-0.8188,-0.2842
c3,0.0,1.31,0.5,6,1.73,330.0,85.0,16.0,20.0,1,0.1305,1445,70.737,87.877,1.6962,1.871,0.9322,0.0097,0.0581,0.923,14.085,-8.346,9.599,14.765,15.246,11.59,30.94,138.29,138.31,-0.8925,-0.3124,-0.0368,-0.8757,-0.5555
c3,0.0,1.31,0.5,7,1.86,300.0,105.0,12.0,20.0,1,0.0628,1445,97.988,133.356,0.817,5.38,0.9343,0.009,0.0567,-0.008,12.579,-7.538,8.31,-55.412,56.151,11.62,28.09,142.8,142.85,-0.897,-0.3998,-0.0104,-0.9424,-0.143
c3,0.0,1.31,0.5,8,1.87,300.0,105.0,12.0,20.0,1,0.0656,1445,99.759,135.456,0.8528,5.248,0.9315,0.0125,0.0561,0.123,12.614,-7.709,8.453,-51.331,52.598,11.68,28.37,142.72,142.77,-0.8967,-0.5156,-0.0301,-0.9581,-0.1224
c3,0.0,1.31,0.5,9,1.92,300.0,115.0,12.0,20.0,1,0.0773,1445,122.412,172.481,1.0048,5.465,0.9343,0.0062,0.0595,0.109,12.105,-8.105,8.744,-36.492,38.341,11.47,29.85,144.1,144.16,-0.8953,-0.5975,-0.0032,-0.957,-0.1815
c3,0.0,1.31,0.5,10,1.7,280.0,115.0,20.0,10.0,1,0.1199,1445,96.868,129.339,1.5581,2.789,0.973,0.009,0.018,0.105,11.729,-8.944,10.662,26.865,27.63,12.23,22.85,148.89,148.96,-0.9503,-0.3817,0.005,-0.9113,-0.5435
c3,0.0,1.31,0.5,11,1.4,320.0,95.0,20.0,10.0,1,0.1146,1445,57.522,68.649,1.4892,1.733,0.9315,0.0422,0.0263,0.365,14.985,-5.929,8.314,20.834,26.101,15.06,14.52,146.21,146.24,-0.9615,-0.2889,-0.0654,-0.8162,-0.1956
c3,0.0,1.31,0.5,12,1.78,320.0,95.0,12.0,20.0,1,0.0954,1445,78.404,101.073,1.2408,2.835,0.9433,0.0083,0.0484,0.088,13.162,-6.87,7.69,30.42,30.643,11.89,26.18,141.6,141.63,-0.9057,-0.3738,0.0078,-0.9236,-0.363
c3,0.0,1.31,0.5,13,1.89,300.0,115.0,12.0,20.0,1,0.0956,1445,119.422,166.635,1.2423,4.312,0.9502,0.0048,0.045,0.268,11.89,-8.179,8.861,23.776,28.132,11.21,30.01,144.1,144.16,-0.8991,-0.451,0.0106,-0.9193,-0.1561
c3,0.0,1.31,0.5,14,1.4,320.0,85.0,20.0,10.0,1,0.0938,1445,45.437,57.737,1.2189,1.672,0.7453,0.2408,0.0138,-0.489,10.636,-4.514,7.583,17.958,22.241,10.82,13.56,145.89,145.9,-0.9444,-0.385,-0.0342,-0.7231,-0.7155
c3,0.0,1.31,0.5,15,1.96,310.0,105.0,12.0,20.0,1,0.0776,1445,107.622,148.071,1.0084,4.788,0.9239,0.0069,0.0692,0.068,11.985,-7.614,8.306,-41.721,43.329,11.26,28.59,142.81,142.85,-0.8923,-0.5137,-0.0139,-0.9679,-0.1792
c3,0.0,1.31,0.5,16,1.92,300.0,95.0,12.0,20.0,1,0.075,1445,88.799,120.193,0.9751,4.085,0.9308,0.0111,0.0581,-0.099,11.898,-7.227,8.081,-42.234,46.387,10.97,27.32,141.59,141.62,-0.891,-0.2168,-0.0573,-0.9035,-0.0752
c3,0.0,1.31,0.5,17,1.9,310.0,95.0,12.0,20.0,1,0.093,1445,87.465,115.67,1.2096,3.244,0.9599,0.0097,0.0304,0.131,11.302,-7.124,7.913,15.02,18.483,10.39,27.17,141.72,141.75,-0.9002,-0.343,0.0078,-0.9239,-0.1923
c3,0.0,1.31,0.5,18,1.91,300.0,115.0,12.0,20.0,1,0.087,1445,120.895,170.038,1.1311,4.795,0.9606,0.0062,0.0332,0.005,11.45,-8.116,8.756,-17.798,19.129,10.8,30.1,144.15,144.21,-0.8994,-0.4826,-0.0022,-0.9345,-0.2878
c3,0.0,1.31,0.5,19,1.84,280.0,125.0,16.0,10.0,1,0.0971,1445,126.66,178.531,1.2628,4.499,0.9834,0.0097,0.0069,0.038,9.567,-7.24,8.501,-11.157,12.531,11.05,16.88,152.46,152.53,-0.9521,-0.4509,-0.0464,-0.9471,-0.7138
c3,0.0,1.31,0.5,20,1.91,300.0,95.0,12.0,20.0,1,0.0829,1445,87.93,118.784,1.0782,3.659,0.9322,0.0083,0.0595,-0.087,11.897,-7.27,8.126,-38.46,44.575,10.93,27.47,141.56,141.59,-0.8913,-0.265,-0.0494,-0.8955,-0.0584
c3,0.0,1.31,0.7,1,1.72,280.0,125.0,16.0,10.0,1,0.0841,1445,108.776,149.171,1.0936,4.462,0.982,0.0159,0.0021,0.24,9.713,-6.475,8.95,33.487,34.247,10.96,18.28,152.22,152.3,-0.9568,-0.1061,-0.0085,-0.6518,-0.4485
c3,0.0,1.31,0.7,2,1.68,270.0,125.0,16.0,10.0,1,0.0968,1445,103.401,142.04,1.2589,3.685,0.9855,0.0125,0.0021,0.149,10.077,-6.647,9.17,20.169,24.989,11.26,18.5,152.18,152.25,-0.9562,-0.1283,-0.0002,-0.6303,-0.2223
c3,0.0,1.31,0.7,3,1.06,340.0,125.0,16.0,10.0,1,0.088,1445,48.611,64.202,1.1441,1.906,0.7433,0.2567,0.0,-0.855,15.269,-3.399,5.95,29.233,37.135,17.34,8.92,151.74,151.75,-0.9756,-0.6452,0.1033,-0.6812,-0.4292
c3,0.0,1.31,0.7,4,1.12,340.0,115.0,16.0,10.0,1,0.084,1445,44.981,59.156,1.0923,1.847,0.6623,0.3377,0.0,-0.541,13.802,-3.173,6.037,34.732,38.839,15.41,9.25,150.57,150.57,-0.9727,-0.4682,0.0166,-0.6879,-0.5731
c3,0.0,1.31,0.7,5,1.05,290.0,85.0,24.0,10.0,1,0.0762,1445,31.706,39.674,0.991,1.435,0.5398,0.4602,0.0,-0.218,9.889,-3.627,9.047,37.372,43.714,9.74,12.31,145.35,145.38,-0.9493,-0.3852,-0.0569,-0.5993,-0.5544
c3,0.0,1.31,0.7,6,1.73,300.0,115.0,12.0,20.0,1,0.0914,1445,102.605,138.86,1.1883,3.873,0.9869,0.0062,0.0069,0.492,12.286,-8.567,10.276,-4.164,5.589,11.05,32.81,143.35,143.43,-0.9045,-0.1332,0.0221,-0.5407,-0.5029
c3,0.0,1.31,0.7,7,1.05,330.0,125.0,16.0,10.0,1,0.086,1445,46.898,61.947,1.1178,1.882,0.7038,0.2962,0.0,-0.763,15.029,-3.129,5.857,19.366,25.729,17.17,8.52,151.86,151.87,-0.9751,-0.5849,0.05,-0.6191,-0.5566
c3,0.0,1.31,0.7,8,1.24,300.0,105.0,20.0,10.0,1,0.0685,1445,56.132,65.967,0.8909,2.826,0.9945,0.0042,0.0014,0.418,16.807,-6.226,11.093,49.056,52.704,16.54,22.46,146.11,146.2,-0.9663,-0.0958,-0.0241,-0.4632,-0.0918
c3,0.0,1.31,0.7,9,1.12,350.0,115.0,16.0,10.0,1,0.0844,1445,44.935,59.05,1.0967,1.838,0.6657,0.3343,0.0,-0.434,13.983,-3.371,6.465,37.926,42.978,15.51,10.34,150.45,150.45,-0.9743,-0.3637,0.0022,-0.7035,-0.5318
c3,0.0,1.31,0.7,10,1.04,340.0,125.0,16.0,10.0,1,0.0818,1445,46.218,60.979,1.0631,1.95,0.6955,0.3045,0.0,-0.407,15.309,-3.549,6.382,19.059,30.617,17.38,10.18,151.69,151.69,-0.9766,-0.4852,0.0974,-0.6248,-0.4229
c3,0.0,1.31,0.7,11,1.04,330.0,125.0,16.0,10.0,1,0.0828,1445,46.358,61.208,1.076,1.933,0.7087,0.2913,0.0,-0.39,14.952,-3.231,5.981,22.631,30.053,17.12,9.05,151.85,151.86,-0.9753,-0.5262,0.0397,-0.5993,-0.4678
c3,0.0,1.31,0.7,12,1.05,340.0,125.0,16.0,10.0,1,0.0853,1445,47.613,62.793,1.1086,1.927,0.7349,0.2651,0.0,-0.794,15.382,-3.459,6.104,27.177,34.122,17.44,9.44,151.71,151.72,-0.9763,-0.5922,0.1161,-0.6562,-0.4904
c3,0.0,1.31,0.7,13,1.07,280.0,85.0,24.0,10.0,1,0.0818,1445,31.579,39.528,1.0636,1.332,0.5163,0.4837,0.0,-0.43,9.103,-3.359,8.562,8.062,18.196,9.02,11.01,145.56,145.6,-0.946,-0.6131,-0.0091,-0.5802,-0.7134
c3,0.0,1.31,0.7,14,1.12,330.0,115.0,16.0,10.0,1,0.0821,1445,44.69,58.693,1.0669,1.879,0.6574,0.3426,0.0,-0.515,13.447,-2.763,5.79,16.291,21.724,15.15,7.54,150.75,150.76,-0.9716,-0.4407,-0.026,-0.6955,-0.6298
c3,0.0,1.31,0.7,15,1.06,280.0,85.0,24.0,10.0,1,0.0765,1445,30.946,38.351,0.9939,1.397,0.4671,0.5329,0.0,-0.347,9.053,-3.259,8.628,8.848,18.783,8.96,10.61,145.56,145.6,-0.9478,-0.5836,-0.0337,-0.5818,-0.7116
c3,0.0,1.31,0.7,16,1.08,340.0,115.0,16.0,10.0,1,0.0819,1445,43.011,56.094,1.0652,1.811,0.672,0.328,0.0,-0.465,13.697,-3.244,6.048,34.131,40.09,15.26,8.63,150.61,150.61,-0.9736,-0.5907,0.0551,-0.6569,-0.4683
c3,0.0,1.31,0.7,17,1.11,350.0,115.0,16.0,10.0,1,0.0797,1445,44.771,58.481,1.0364,1.938,0.69,0.31,0.0,-0.797,13.983,-3.365,6.023,38.47,43.913,15.5,9.16,150.52,150.53,-0.9744,-0.5299,0.0515,-0.7496,-0.5212
c3,0.0,1.31,0.7,18,1.11,340.0,115.0,16.0,10.0,1,0.0819,1445,44.767,58.796,1.0651,1.886,0.6782,0.3218,0.0,-0.715,13.775,-3.084,6.049,31.656,35.999,15.37,8.81,150.59,150.6,-0.9729,-0.4624,-0.021,-0.7026,-0.5869
c3,0.0,1.31,0.7,19,1.1,330.0,115.0,16.0,10.0,1,0.0795,1445,43.484,57.02,1.0336,1.887,0.6616,0.3384,0.0,-0.742,13.526,-2.901,5.96,20.04,26.307,15.21,8.9,150.69,150.7,-0.972,-0.4441,-0.0272,-0.622,-0.5489
c3,0.0,1.31,0.7,20,1.11,330.0,115.0,16.0,10.0,1,0.0831,1445,44.742,58.828,1.0806,1.857,0.6837,0.3163,0.0,-0.846,13.552,-2.978,5.684,5.908,15.669,15.19,8.38,150.67,150.68,-0.9712,-0.5751,0.0029,-0.6509,-0.6466
c4,2.0,1.05,0.1,1,1.8,340.0,115.0,28.0,10.0,1,0.2788,1445,127.385,186.75,3.6243,1.577,0.4886,0.3398,0.1716,0.53,13.473,-2.879,12.248,50.226,52.022,33.54,11.77,99.98,100.1,-0.9979,0.2137,-0.2656,-0.8365,-0.0731
c4,2.0,1.05,0.1,2,1.79,340.0,115.0,28.0,10.0,1,0.2951,1445,125.719,184.583,3.8366,1.47,0.4824,0.346,0.1716,0.884,13.584,-2.78,12.913,47.222,49.262,33.75,12.21,99.85,99.98,-0.9979,0.3267,-0.3117,-0.8501,-0.0635
c4,2.0,1.05,0.1,3,1.77,340.0,115.0,28.0,10.0,1,0.3621,1445,123.436,180.551,4.7067,1.176,0.5599,0.2976,0.1426,2.798,13.818,-2.64,15.599,35.432,35.963,34.08,14.35,99.4,99.55,-0.9979,0.7157,-0.4826,-0.9036,0.2246
c4,2.0,1.05,0.1,4,1.76,340.0,115.0,28.0,10.0,1,0.3586,1445,121.151,177.567,4.6621,1.166,0.5592,0.2983,0.1426,2.75,13.824,-2.461,15.601,35.138,35.672,34.08,14.49,99.39,99.54,-0.9979,0.7194,-0.4799,-0.9036,0.2066
c4,2.0,1.05,0.1,5,1.72,340.0,115.0,28.0,10.0,1,0.3496,1445,117.285,169.421,4.5447,1.158,0.5516,0.3156,0.1329,2.97,13.909,-2.66,15.864,33.515,34.106,34.29,14.69,99.23,99.38,-0.998,0.7354,-0.4965,-0.9049,0.1362
c4,2.0,1.05,0.1,6,1.64,340.0,115.0,28.0,20.0,1,0.2198,1445,107.326,150.956,2.8572,1.685,0.3806,0.463,0.1564,-0.22,12.927,-1.807,11.739,51.589,52.875,32.32,10.82,96.79,96.91,-0.9976,0.0268,-0.1879,-0.7734,0.2528
c4,2.0,1.05,0.1,7,1.6,340.0,105.0,28.0,30.0,1,0.2691,1445,89.944,124.258,3.4979,1.154,0.4208,0.4512,0.128,1.422,12.239,-0.267,16.535,34.918,38.944,30.53,14.11,90.79,91.0,-0.9962,0.4447,-0.4437,-0.8005,0.2278
c4,2.0,1.05,0.1,8,1.7,350.0,105.0,28.0,30.0,1,0.3063,1445,97.436,137.658,3.982,1.098,0.4671,0.4159,0.117,-2.966,11.631,0.668,6.619,-21.482,24.625,29.6,16.17,90.81,90.97,-0.9951,-0.701,0.3735,-0.1687,0.4457
c4,2.0,1.05,0.1,9,1.86,0.0,105.0,28.0,10.0,1,0.3397,1445,115.761,168.964,4.4164,1.176,0.5522,0.3246,0.1232,2.656,12.879,-2.205,14.409,36.577,37.262,31.59,14.24,98.74,98.83,-0.9974,0.6893,-0.5041,-0.9413,-0.1981
c4,2.0,1.05,0.1,10,1.89,0.0,105.0,28.0,10.0,1,0.2578,1445,119.584,175.796,3.3512,1.601,0.5024,0.3619,0.1356,0.775,12.586,-2.153,11.728,49.577,51.176,31.12,12.19,99.23,99.3,-0.9974,0.2956,-0.3139,-0.885,-0.2619
c4,2.0,1.05,0.1,11,1.54,340.0,105.0,28.0,30.0,1,0.2173,1445,81.518,110.547,2.8251,1.294,0.3972,0.5038,0.099,-2.133,11.652,-0.998,7.493,-27.48,32.447,29.49,12.06,91.51,91.64,-0.9964,-0.5399,0.2082,-0.5885,0.2108
c4,2.0,1.05,0.1,12,1.71,340.0,115.0,28.0,10.0,1,0.3461,1445,115.534,166.817,4.4996,1.152,0.5675,0.3038,0.1287,3.002,13.972,-2.553,15.894,32.88,33.484,34.42,14.79,99.17,99.32,-0.998,0.741,-0.5002,-0.9068,0.1202
c4,2.0,1.05,0.1,13,1.61,340.0,105.0,28.0,30.0,1,0.3225,1445,92.114,126.467,4.1926,0.986,0.4464,0.4235,0.1301,2.504,12.445,-0.026,18.318,24.283,28.908,31.01,15.08,90.39,90.62,-0.9961,0.6484,-0.5649,-0.8541,0.4839
c4,2.0,1.05,0.1,14,1.7,340.0,115.0,28.0,10.0,1,0.3404,1445,113.277,164.309,4.4246,1.148,0.5446,0.3239,0.1315,2.874,13.921,-2.382,15.818,32.569,33.195,34.31,14.83,99.23,99.37,-0.998,0.7421,-0.493,-0.9066,0.1035
c4,2.0,1.05,0.1,15,1.74,10.0,105.0,28.0,20.0,1,0.1321,1445,102.233,146.094,1.717,2.671,0.4554,0.4346,0.11,-1.388,11.923,-0.522,8.598,48.798,49.625,29.79,10.29,96.19,96.24,-0.9968,-0.4171,0.1121,-0.7264,0.0467
c4,2.0,1.05,0.1,16,1.55,340.0,105.0,28.0,30.0,1,0.228,1445,81.955,110.978,2.9641,1.24,0.3806,0.5149,0.1045,-2.313,11.634,-0.76,7.042,-26.224,31.128,29.47,12.69,91.4,91.54,-0.9963,-0.5858,0.2372,-0.5334,0.2122
c4,2.0,1.05,0.1,17,1.17,10.0,125.0,16.0,50.0,1,0.1265,1445,71.025,99.067,1.6445,1.937,0.4083,0.5204,0.0713,-0.064,13.071,-0.095,9.923,-39.286,41.253,35.99,11.56,84.25,84.41,-0.9928,-0.05,-0.0205,-0.5196,0.8517
c4,2.0,1.05,0.1,18,1.82,340.0,115.0,28.0,10.0,1,0.255,1445,130.309,191.837,3.3148,1.763,0.4671,0.3474,0.1855,0.283,13.378,-3.205,11.175,53.719,55.076,33.38,10.95,100.13,100.25,-0.9978,0.0351,-0.2048,-0.8294,-0.0572
c4,2.0,1.05,0.1,19,1.53,330.0,105.0,28.0,30.0,1,0.3438,1445,83.34,112.591,4.4689,0.837,0.4692,0.4201,0.1107,3.395,12.463,1.288,20.64,23.098,24.645,31.05,17.59,89.87,90.14,-0.9962,0.7698,-0.5505,-0.8588,0.7159
c4,2.0,1.05,0.1,20,1.69,340.0,115.0,28.0,10.0,1,0.3363,1445,112.519,162.524,4.3725,1.154,0.5543,0.3093,0.1363,2.796,13.923,-2.315,15.864,31.981,32.629,34.32,14.9,99.2,99.35,-0.998,0.749,-0.4958,-0.9083,0.0788
c4,2.0,1.05,0.3,1,1.96,290.0,115.0,28.0,30.0,1,0.6016,1445,151.852,213.772,7.8204,0.871,0.5204,0.0969,0.3827,1.3,8.945,-8.682,14.933,21.114,22.786,23.1,15.91,94.61,94.85,-0.9937,0.4649,-0.3677,-0.9384,0.6423
c4,2.0,1.05,0.3,2,1.87,290.0,115.0,28.0,50.0,1,0.5337,1445,145.893,206.412,6.9381,0.943,0.5419,0.11,0.3481,1.415,7.299,-7.607,15.188,20.52,22.954,22.34,19.83,83.24,83.51,-0.983,0.3457,-0.4487,-0.9073,0.4579
c4,2.0,1.05,0.3,3,1.87,270.0,125.0,28.0,30.0,1,0.4549,1445,158.19,222.168,5.9131,1.2,0.5848,0.09,0.3253,1.466,8.718,-9.416,15.348,26.09,35.989,22.76,17.12,96.2,96.43,-0.9947,0.2477,-0.366,-0.7498,0.3052
c4,2.0,1.05,0.3,4,1.85,290.0,115.0,28.0,50.0,1,0.4823,1445,142.723,200.821,6.2698,1.021,0.5599,0.0955,0.3446,1.728,7.111,-7.717,15.13,13.484,14.748,21.93,20.05,83.3,83.55,-0.9821,0.33,-0.4459,-0.9046,0.8401
c4,2.0,1.05,0.3,5,1.93,290.0,115.0,28.0,30.0,1,0.3612,1445,150.798,212.284,4.6954,1.441,0.5377,0.0948,0.3675,0.255,9.579,-7.713,13.82,-24.218,28.311,24.54,14.33,94.47,94.7,-0.9947,0.1997,-0.2685,-0.8324,0.3855
c4,2.0,1.05,0.3,6,1.88,290.0,115.0,28.0,50.0,1,0.5791,1445,148.288,210.968,7.5279,0.884,0.5149,0.1135,0.3716,1.364,7.493,-7.379,15.36,28.448,29.137,22.94,19.28,83.15,83.44,-0.9845,0.3874,-0.4778,-0.9243,0.7879
c4,2.0,1.05,0.3,7,1.95,290.0,115.0,28.0,30.0,1,0.143,1445,151.303,211.42,1.8586,3.652,0.5176,0.1135,0.3689,0.604,8.792,-7.999,13.879,77.492,82.504,22.54,15.12,94.96,95.17,-0.9941,0.2099,-0.2765,-0.8498,0.198
c4,2.0,1.05,0.3,8,1.89,290.0,115.0,28.0,40.0,1,0.4632,1445,146.413,203.627,6.0211,1.091,0.492,0.1363,0.3716,0.313,8.543,-8.229,14.368,-4.42,15.756,23.02,18.53,89.07,89.31,-0.9903,0.1695,-0.3489,-0.835,0.4251
