config,kappa,com_ratio,mu,rank,freq,hip_phi,leg_amp,hip_amp,hip_off,survived,net_fwd_speed,n_samples,e_pos_J,e_abs_J,d_fwd_m,cot_pos,single_frac_t,double_frac_t,air_frac_t,roll_mean_deg,roll_rms_deg,pitch_mean_deg,pitch_rms_deg,yaw_mean_deg,yaw_rms_deg,com_x_rms_mm,com_y_rms_mm,com_z_mean_mm,com_z_rms_mm,r_roll_com_x,r_roll_com_y,r_roll_com_z,r_roll_pitch,r_roll_yaw
c4,2.0,1.05,0.3,9,1.95,290.0,105.0,28.0,40.0,1,0.5009,1445,133.666,185.243,6.5116,0.921,0.499,0.1363,0.3647,0.478,7.743,-9.396,14.425,7.521,9.083,20.98,20.03,87.69,87.86,-0.9883,0.1542,-0.2688,-0.8819,0.9555
c4,2.0,1.05,0.3,10,1.97,280.0,115.0,28.0,40.0,1,0.5326,1445,157.391,222.549,6.9233,1.02,0.5509,0.0907,0.3585,1.776,7.611,-8.879,15.765,15.899,20.376,21.09,19.63,89.32,89.55,-0.9889,0.4488,-0.4808,-0.9052,0.428
c4,2.0,1.05,0.3,11,1.96,290.0,105.0,28.0,40.0,1,0.5009,1445,135.033,187.251,6.512,0.93,0.4941,0.1384,0.3675,0.426,7.706,-9.271,14.342,7.325,8.929,20.89,19.95,87.72,87.89,-0.9884,0.1595,-0.2709,-0.8838,0.9541
c4,2.0,1.05,0.3,12,1.98,290.0,105.0,28.0,40.0,1,0.4986,1445,138.068,192.153,6.4817,0.956,0.4997,0.1384,0.3619,0.521,7.637,-9.254,14.362,6.539,8.237,20.67,19.71,87.78,87.94,-0.9885,0.1747,-0.2982,-0.8875,0.9588
c4,2.0,1.05,0.3,13,1.96,290.0,115.0,28.0,20.0,1,0.4857,1445,148.33,207.827,6.3141,1.054,0.5834,0.0789,0.3377,0.823,8.771,-7.701,13.129,7.094,9.141,22.06,10.46,100.06,100.26,-0.9956,0.2545,-0.2067,-0.9102,0.7174
c4,2.0,1.05,0.3,14,1.97,290.0,105.0,28.0,40.0,1,0.4994,1445,136.434,189.26,6.4924,0.943,0.4976,0.1343,0.3682,0.474,7.632,-9.216,14.33,7.278,8.838,20.68,19.81,87.81,87.97,-0.9884,0.1781,-0.2808,-0.8874,0.9527
c4,2.0,1.05,0.3,15,1.93,290.0,105.0,28.0,40.0,1,0.4978,1445,131.58,181.535,6.4719,0.912,0.5017,0.1377,0.3606,0.51,7.855,-9.524,14.482,6.58,8.312,21.29,20.05,87.56,87.73,-0.9884,0.1264,-0.2709,-0.8765,0.9488
c4,2.0,1.05,0.3,16,1.98,280.0,115.0,28.0,30.0,1,0.4949,1445,155.309,217.877,6.4331,1.083,0.5696,0.0803,0.3502,1.205,7.795,-9.634,15.093,6.667,8.917,20.2,17.26,95.09,95.28,-0.9928,0.3602,-0.3673,-0.9085,0.8925
c4,2.0,1.05,0.3,17,1.95,280.0,115.0,28.0,40.0,1,0.4905,1445,155.075,218.687,6.3759,1.091,0.5391,0.0976,0.3633,1.162,7.143,-9.798,15.818,4.513,7.48,19.76,21.01,89.38,89.58,-0.9879,0.3691,-0.4571,-0.9039,0.9372
c4,2.0,1.05,0.3,18,1.97,280.0,115.0,28.0,30.0,1,0.4934,1445,153.175,214.164,6.4141,1.071,0.5599,0.0858,0.3543,1.054,7.778,-9.476,14.952,6.608,8.895,20.15,17.18,95.17,95.36,-0.9928,0.3588,-0.3505,-0.9078,0.8823
c4,2.0,1.05,0.3,19,1.94,290.0,105.0,28.0,40.0,1,0.502,1445,132.322,183.18,6.5261,0.91,0.4886,0.1495,0.3619,0.546,7.774,-9.613,14.527,7.462,8.997,21.11,20.2,87.63,87.8,-0.9882,0.1374,-0.2688,-0.8785,0.9605
c4,2.0,1.05,0.3,20,1.96,280.0,115.0,28.0,30.0,1,0.4935,1445,151.194,211.205,6.415,1.057,0.5654,0.0844,0.3502,1.031,7.842,-9.511,14.993,6.86,9.159,20.32,17.26,95.11,95.3,-0.9928,0.3471,-0.3502,-0.9041,0.8815
c4,2.0,1.05,0.5,1,1.65,260.0,125.0,28.0,30.0,1,0.135,1445,90.509,130.749,1.7545,2.314,0.9785,0.0215,0.0,0.16,3.247,-2.577,8.879,43.582,43.996,8.87,4.38,100.14,100.23,-0.9956,-0.1812,0.0438,-0.6218,-0.1369
c4,2.0,1.05,0.5,2,1.63,260.0,125.0,28.0,30.0,1,0.3712,1445,115.139,155.728,4.8257,1.07,0.7869,0.027,0.1862,0.368,7.983,-9.277,13.823,7.655,10.144,21.01,16.0,96.8,96.99,-0.9946,-0.0249,-0.1403,-0.8282,0.8666
c4,2.0,1.05,0.5,3,1.64,260.0,125.0,28.0,30.0,1,0.3732,1445,116.251,157.818,4.8518,1.075,0.7744,0.0256,0.2,0.276,7.928,-9.154,13.733,7.146,9.612,20.87,15.98,96.78,96.97,-0.9946,-0.0148,-0.1301,-0.8385,0.8835
c4,2.0,1.05,0.5,4,1.61,260.0,125.0,28.0,30.0,1,0.3689,1445,112.93,152.281,4.7953,1.056,0.7986,0.0201,0.1813,0.848,8.36,-9.124,13.815,5.844,9.499,21.91,15.76,96.57,96.78,-0.995,0.0587,-0.2104,-0.8455,0.8811
c4,2.0,1.05,0.5,5,1.62,260.0,125.0,28.0,30.0,1,0.3695,1445,113.849,154.31,4.8036,1.063,0.7841,0.0263,0.1896,0.419,8.128,-9.273,13.966,8.557,10.97,21.37,15.96,96.68,96.88,-0.9947,-0.0236,-0.1392,-0.8104,0.8772
c4,2.0,1.05,0.5,6,1.57,270.0,125.0,28.0,30.0,1,0.1325,1445,83.258,117.226,1.722,2.169,0.9889,0.0097,0.0014,0.259,3.713,-1.672,8.817,38.934,41.258,10.08,3.28,100.04,100.14,-0.9959,-0.0572,0.0654,-0.5499,-0.0426
c4,2.0,1.05,0.5,7,1.59,260.0,125.0,28.0,30.0,1,0.3628,1445,111.585,150.429,4.7158,1.061,0.7965,0.0173,0.1862,1.178,8.729,-8.985,14.063,8.52,12.117,22.86,15.48,96.33,96.55,-0.9954,0.1148,-0.2416,-0.8254,0.8522
c4,2.0,1.05,0.5,8,1.58,260.0,125.0,28.0,30.0,1,0.3606,1445,111.179,149.8,4.6875,1.064,0.7958,0.0208,0.1834,1.379,8.888,-9.079,14.311,7.379,11.506,23.24,15.42,96.25,96.48,-0.9955,0.1451,-0.2687,-0.8159,0.8551
c4,2.0,1.05,0.5,9,1.59,260.0,125.0,28.0,40.0,1,0.3405,1445,110.293,149.936,4.4271,1.118,0.7668,0.0512,0.182,1.275,7.631,-9.8,15.044,3.6,7.118,21.51,20.07,90.66,90.9,-0.99,0.214,-0.3528,-0.9173,0.8993
c4,2.0,1.05,0.5,10,1.65,250.0,125.0,28.0,30.0,1,0.2646,1445,105.116,149.073,3.4397,1.371,0.8907,0.0201,0.0893,-0.291,5.612,-7.233,11.323,13.962,15.295,15.16,12.63,98.49,98.6,-0.9938,-0.2463,-0.0117,-0.8813,0.1556
c4,2.0,1.05,0.5,11,1.53,270.0,125.0,28.0,30.0,1,0.3401,1445,105.584,141.039,4.4218,1.071,0.7827,0.0249,0.1924,1.58,9.471,-8.706,13.657,7.647,11.395,24.62,15.01,95.93,96.2,-0.9952,0.0648,-0.2353,-0.9107,0.6371
c4,2.0,1.05,0.5,12,1.57,260.0,125.0,28.0,30.0,1,0.3586,1445,109.571,147.505,4.6619,1.054,0.8021,0.0235,0.1744,1.513,8.966,-9.16,14.414,7.377,11.602,23.45,15.43,96.16,96.4,-0.9955,0.1415,-0.276,-0.8118,0.8436
c4,2.0,1.05,0.5,13,1.53,280.0,125.0,28.0,40.0,1,0.3244,1445,107.291,144.493,4.2166,1.141,0.7785,0.0249,0.1965,1.656,9.138,-7.854,13.674,6.616,9.213,24.96,17.03,90.35,90.67,-0.9923,0.1019,-0.275,-0.9071,0.8048
c4,2.0,1.05,0.5,14,1.67,250.0,125.0,28.0,40.0,1,0.3522,1445,120.912,168.962,4.5792,1.184,0.7841,0.0388,0.1772,1.563,6.927,-9.962,14.742,5.709,8.741,19.63,20.2,91.08,91.26,-0.9896,0.1819,-0.3784,-0.899,0.9108
c4,2.0,1.05,0.5,15,1.54,270.0,125.0,28.0,40.0,1,0.3312,1445,106.233,143.108,4.3054,1.107,0.7917,0.0304,0.1779,1.484,8.301,-9.485,15.035,5.142,7.921,23.22,19.57,90.33,90.6,-0.9905,0.2065,-0.3446,-0.9256,0.854
c4,2.0,1.05,0.5,16,1.62,250.0,125.0,28.0,30.0,1,0.3495,1445,111.013,151.948,4.5438,1.096,0.8346,0.0249,0.1405,1.144,7.834,-8.863,13.724,4.023,8.659,20.65,14.82,97.01,97.19,-0.995,0.1411,-0.2616,-0.8401,0.8161
c4,2.0,1.05,0.5,17,1.63,250.0,125.0,28.0,30.0,1,0.2869,1445,106.481,148.598,3.7297,1.281,0.8754,0.018,0.1066,-0.187,6.085,-8.271,12.028,11.496,11.813,16.4,13.84,98.13,98.25,-0.9937,-0.255,-0.0224,-0.9193,0.5579
c4,2.0,1.05,0.5,18,1.55,260.0,125.0,28.0,30.0,1,0.3515,1445,107.86,144.242,4.5695,1.059,0.8097,0.0263,0.164,1.468,9.109,-8.883,14.313,5.99,11.126,23.78,15.28,96.14,96.38,-0.9956,0.1785,-0.2717,-0.8147,0.8241
c4,2.0,1.05,0.5,19,1.55,270.0,125.0,28.0,30.0,1,0.1304,1445,81.771,113.993,1.6954,2.164,0.9903,0.0097,0.0,0.177,3.877,-1.295,9.0,39.927,40.618,10.54,4.03,100.0,100.1,-0.9961,-0.1295,0.0615,-0.4839,0.0087
c4,2.0,1.05,0.5,20,1.56,260.0,125.0,28.0,40.0,1,0.3469,1445,108.591,145.745,4.5103,1.08,0.7439,0.063,0.1931,1.269,7.973,-10.075,15.319,4.203,8.224,22.31,20.35,90.35,90.6,-0.99,0.1735,-0.3505,-0.8695,0.9075
c4,2.0,1.05,0.7,1,1.97,230.0,115.0,28.0,50.0,1,0.2483,1445,110.348,168.33,3.2277,1.534,0.9273,0.0699,0.0028,-0.113,2.681,-5.41,9.357,6.261,11.765,8.79,15.88,86.71,86.75,-0.9916,-0.2974,0.1144,-0.5181,0.2637
c4,2.0,1.05,0.7,2,1.94,230.0,115.0,28.0,50.0,1,0.252,1445,105.925,161.127,3.2755,1.451,0.928,0.0692,0.0028,-0.103,2.633,-5.564,9.48,-2.056,5.594,8.59,15.76,86.71,86.75,-0.9925,-0.1762,0.0449,-0.6024,0.4491
c4,2.0,1.05,0.7,3,1.92,230.0,115.0,28.0,50.0,1,0.2487,1445,103.591,156.789,3.2327,1.438,0.926,0.0727,0.0014,-0.181,2.568,-5.429,9.354,-0.851,5.703,8.39,15.72,86.74,86.78,-0.9923,-0.1762,0.0668,-0.622,0.3832
c4,2.0,1.05,0.7,4,1.93,230.0,115.0,28.0,50.0,1,0.2484,1445,104.339,158.429,3.2293,1.449,0.926,0.074,0.0,-0.182,2.528,-5.491,9.381,-0.848,5.579,8.27,15.75,86.72,86.77,-0.9922,-0.2552,0.1075,-0.6037,0.3533
c4,2.0,1.05,0.7,5,1.91,230.0,115.0,28.0,50.0,1,0.247,1445,102.399,155.326,3.211,1.431,0.9246,0.0734,0.0021,-0.143,2.843,-5.454,9.446,2.148,6.225,9.24,15.68,86.63,86.67,-0.9924,-0.1297,0.0278,-0.5861,0.5127
c4,2.0,1.05,0.7,6,1.95,230.0,115.0,28.0,50.0,1,0.2533,1445,107.568,163.319,3.2926,1.466,0.9239,0.072,0.0042,-0.138,2.49,-5.52,9.404,-3.009,5.672,8.15,15.75,86.79,86.83,-0.9924,-0.1703,0.0674,-0.6249,0.4032
c4,2.0,1.05,0.7,7,1.98,230.0,105.0,28.0,50.0,1,0.248,1445,92.249,139.453,3.2236,1.284,0.908,0.092,0.0,-0.212,2.602,-4.074,8.531,0.421,4.83,8.12,13.79,85.55,85.58,-0.9933,-0.189,0.1535,-0.4598,0.4716
c4,2.0,1.05,0.7,8,1.95,230.0,105.0,28.0,50.0,1,0.2456,1445,89.586,134.211,3.193,1.259,0.9017,0.0983,0.0,-0.115,2.711,-4.192,8.678,2.142,5.066,8.45,13.7,85.54,85.58,-0.9937,-0.1596,0.1518,-0.462,0.5249
c4,2.0,1.05,0.7,9,1.89,230.0,115.0,28.0,50.0,1,0.2476,1445,100.632,150.828,3.2188,1.402,0.9253,0.0713,0.0035,-0.119,2.553,-5.57,9.52,-6.464,7.971,8.37,15.72,86.73,86.77,-0.9929,-0.1793,0.1068,-0.6511,0.3836
c4,2.0,1.05,0.7,10,1.94,230.0,105.0,28.0,50.0,1,0.2452,1445,87.911,131.912,3.1875,1.237,0.9059,0.0941,0.0,-0.07,2.621,-4.243,8.744,1.19,4.348,8.17,13.71,85.54,85.58,-0.9935,-0.226,0.1721,-0.4829,0.5004
c4,2.0,1.05,0.7,11,1.86,230.0,115.0,28.0,50.0,1,0.1142,1445,98.487,147.389,1.4844,2.976,0.9343,0.0657,0.0,-0.37,3.318,-5.595,9.36,54.069,65.841,10.86,16.08,86.36,86.41,-0.99,-0.1848,0.0462,-0.5706,0.0883
c4,2.0,1.05,0.7,12,1.88,230.0,115.0,28.0,50.0,1,0.2455,1445,99.997,149.741,3.1919,1.405,0.9273,0.0706,0.0021,-0.21,2.862,-5.538,9.465,-1.783,6.393,9.32,15.8,86.59,86.63,-0.9926,-0.1009,-0.0019,-0.6429,0.4503
c4,2.0,1.05,0.7,13,1.9,230.0,115.0,28.0,50.0,1,0.2427,1445,100.851,151.964,3.1554,1.434,0.9384,0.0616,0.0,-0.239,2.405,-5.527,9.32,3.091,4.958,7.92,15.67,86.78,86.83,-0.992,-0.514,0.2613,-0.5609,0.3378
c4,2.0,1.05,0.7,14,1.92,230.0,105.0,28.0,50.0,1,0.2427,1445,85.987,128.336,3.1552,1.223,0.9073,0.0927,0.0,-0.123,2.589,-4.157,8.661,1.059,4.125,8.08,13.73,85.55,85.59,-0.9934,-0.2472,0.2097,-0.4902,0.4767
c4,2.0,1.05,0.7,15,1.93,230.0,105.0,28.0,50.0,1,0.2414,1445,86.665,129.969,3.1388,1.239,0.9121,0.0879,0.0,-0.107,2.563,-4.198,8.685,2.205,4.96,8.0,13.71,85.54,85.58,-0.9933,-0.2704,0.2126,-0.4863,0.4177
c4,2.0,1.05,0.7,16,1.96,230.0,105.0,28.0,50.0,1,0.2456,1445,89.994,135.625,3.1924,1.265,0.9087,0.0913,0.0,-0.093,2.548,-4.144,8.63,2.278,4.973,7.95,13.76,85.58,85.62,-0.9933,-0.2494,0.1949,-0.4778,0.4511
c4,2.0,1.05,0.7,17,1.91,230.0,105.0,28.0,50.0,1,0.2396,1445,84.458,126.325,3.1145,1.216,0.9149,0.0851,0.0,-0.077,2.601,-4.229,8.735,2.729,4.899,8.12,13.75,85.52,85.56,-0.9933,-0.2827,0.2275,-0.4966,0.445
c4,2.0,1.05,0.7,18,1.85,230.0,115.0,28.0,50.0,1,0.1151,1445,97.671,145.6,1.4965,2.928,0.9301,0.0671,0.0028,-0.349,3.276,-5.634,9.437,55.202,64.553,10.72,16.05,86.37,86.42,-0.9905,-0.1543,0.0671,-0.5885,0.1279
c4,2.0,1.05,0.7,19,1.9,230.0,105.0,28.0,50.0,1,0.2381,1445,84.289,125.07,3.0951,1.222,0.9163,0.0837,0.0,-0.055,2.598,-4.295,8.742,3.194,5.007,8.12,13.72,85.54,85.57,-0.9933,-0.3737,0.2637,-0.4747,0.4597
c4,2.0,1.05,0.7,20,1.96,230.0,105.0,28.0,40.0,1,0.2373,1445,87.408,130.852,3.0852,1.271,0.919,0.081,0.0,-0.021,2.385,-3.922,8.587,-0.983,7.258,6.73,10.07,91.75,91.78,-0.9943,-0.4042,0.1829,-0.5908,0.0036
c5,2.0,1.2,0.1,1,1.94,320.0,105.0,28.0,40.0,1,0.3989,1445,158.412,230.034,5.1856,1.37,0.3661,0.1993,0.4346,-1.099,11.505,-9.797,16.02,35.187,47.358,41.78,42.6,94.99,95.18,-0.9866,0.0778,-0.1407,-0.7592,0.6166
c5,2.0,1.2,0.1,2,1.97,290.0,95.0,28.0,10.0,0,0.3078,598,49.373,71.083,1.6561,1.337,0.4983,0.1856,0.3161,-0.752,11.259,-1.948,19.083,68.853,74.323,33.86,28.3,119.13,120.49,-0.9581,0.1342,-0.2369,-0.2937,-0.0371
c5,2.0,1.2,0.1,3,1.95,290.0,95.0,28.0,10.0,1,0.5308,1445,119.98,167.978,6.8998,0.78,0.4581,0.1917,0.3502,-0.338,8.881,-8.096,13.139,49.25,50.784,31.06,17.74,123.1,123.24,-0.9944,0.045,-0.1342,-0.8214,0.9489
c5,2.0,1.2,0.1,4,1.86,320.0,105.0,24.0,30.0,1,0.3581,1445,125.892,178.698,4.6551,1.213,0.3696,0.2817,0.3488,-0.357,10.541,-7.544,12.985,40.877,48.884,37.25,32.56,109.19,109.38,-0.9932,-0.0576,-0.097,-0.648,0.5756
c5,2.0,1.2,0.1,5,1.94,340.0,105.0,28.0,40.0,1,0.3256,1445,151.605,222.302,4.2328,1.607,0.3453,0.2505,0.4042,0.052,11.384,-7.433,14.982,-26.447,36.026,41.44,38.36,96.93,97.19,-0.9879,0.0652,-0.4574,-0.7645,0.6827
c5,2.0,1.2,0.1,6,1.92,310.0,105.0,28.0,30.0,1,0.3546,1445,145.922,210.108,4.6102,1.42,0.3772,0.2097,0.4131,-0.842,11.377,-8.441,15.192,46.357,55.99,39.73,35.49,106.12,106.37,-0.9919,0.0376,-0.0032,-0.6958,0.5876
c5,2.0,1.2,0.1,7,1.93,290.0,95.0,28.0,20.0,1,0.3472,1445,120.906,168.667,4.5132,1.202,0.4491,0.2208,0.3301,-0.857,9.367,-8.866,13.664,-25.375,31.35,32.69,27.6,115.65,115.77,-0.9934,0.0083,-0.0433,-0.7885,0.7884
c5,2.0,1.2,0.1,8,1.94,290.0,95.0,28.0,10.0,1,0.5217,1445,118.326,165.049,6.7816,0.783,0.4588,0.2062,0.3349,-0.215,8.811,-8.152,13.119,48.753,50.246,30.8,17.64,123.2,123.33,-0.9945,0.0314,-0.146,-0.8196,0.953
c5,2.0,1.2,0.1,9,1.8,320.0,105.0,24.0,30.0,1,0.3761,1445,119.819,166.364,4.8896,1.099,0.3612,0.326,0.3128,-0.365,10.645,-7.25,12.64,32.181,40.981,37.45,31.84,109.37,109.49,-0.994,-0.0268,-0.1717,-0.704,0.6668
c5,2.0,1.2,0.1,10,1.89,270.0,95.0,28.0,20.0,1,0.2845,1445,113.951,158.417,3.6987,1.382,0.3875,0.3066,0.3059,-0.207,8.633,-10.553,14.427,16.69,22.946,30.59,30.2,115.55,115.65,-0.9934,-0.2106,-0.0088,-0.6882,0.8916
c5,2.0,1.2,0.1,11,1.85,310.0,95.0,24.0,30.0,1,0.4024,1445,108.728,149.128,5.2318,0.932,0.3626,0.3225,0.3149,-0.422,9.813,-8.584,12.971,42.096,47.19,34.73,33.59,108.2,108.31,-0.9932,-0.0533,-0.1523,-0.7147,0.7273
c5,2.0,1.2,0.1,12,1.9,350.0,105.0,28.0,30.0,1,0.4612,1445,135.266,192.102,5.9957,1.012,0.3813,0.2941,0.3246,-0.53,11.059,-4.993,12.567,-43.21,47.182,38.3,28.89,108.96,109.05,-0.9929,0.0211,-0.2738,-0.7697,0.8833
c5,2.0,1.2,0.1,13,1.89,350.0,105.0,28.0,30.0,1,0.4487,1445,133.766,190.213,5.8335,1.029,0.3689,0.3204,0.3107,-0.453,11.126,-5.222,12.733,-41.524,45.787,38.53,29.2,108.78,108.88,-0.9929,0.0181,-0.2767,-0.7651,0.8724
c5,2.0,1.2,0.1,14,1.95,350.0,95.0,28.0,30.0,1,0.4649,1445,123.369,173.207,6.0435,0.916,0.3827,0.317,0.3003,-0.64,10.556,-5.977,12.535,-46.151,49.305,36.58,30.07,107.68,107.75,-0.9923,0.0097,-0.2435,-0.7835,0.9031
c5,2.0,1.2,0.1,15,1.9,260.0,105.0,28.0,20.0,1,0.1814,1445,131.961,191.772,2.3588,2.51,0.4519,0.2394,0.3087,-0.345,8.881,-10.276,14.495,-4.062,20.272,31.64,29.58,116.89,117.01,-0.9928,-0.0438,-0.0558,-0.6487,0.7902
c5,2.0,1.2,0.1,16,1.9,320.0,105.0,28.0,30.0,1,0.3097,1445,142.244,203.825,4.0261,1.585,0.3702,0.2318,0.3979,-0.683,10.952,-7.546,13.969,11.921,27.243,38.36,33.53,107.45,107.6,-0.9929,0.0216,-0.1493,-0.7517,0.7171
c5,2.0,1.2,0.1,17,1.92,340.0,105.0,28.0,40.0,1,0.3045,1445,149.844,217.25,3.9587,1.698,0.3398,0.2699,0.3903,-0.224,11.364,-7.276,14.608,-24.523,33.995,41.13,38.21,97.25,97.4,-0.9894,0.076,-0.5507,-0.7819,0.8009
c5,2.0,1.2,0.1,18,1.94,350.0,95.0,28.0,30.0,1,0.4583,1445,121.582,171.188,5.9585,0.915,0.3827,0.31,0.3073,-0.531,10.549,-6.017,12.572,-45.946,49.117,36.54,30.04,107.72,107.79,-0.9923,0.0103,-0.2625,-0.782,0.9017
c5,2.0,1.2,0.1,19,1.91,350.0,95.0,28.0,30.0,1,0.4362,1445,118.948,165.648,5.6703,0.941,0.3799,0.3239,0.2962,-0.569,10.585,-6.242,12.72,-44.939,48.459,36.71,30.45,107.51,107.59,-0.9923,0.0074,-0.2404,-0.7779,0.8666
c5,2.0,1.2,0.1,20,1.92,290.0,95.0,28.0,10.0,1,0.4876,1445,115.147,160.146,6.3387,0.815,0.4609,0.2201,0.319,-0.27,8.738,-7.721,12.769,48.986,50.389,30.52,16.88,123.36,123.49,-0.9947,0.0195,-0.1404,-0.8228,0.9463
c5,2.0,1.2,0.3,1,1.56,280.0,115.0,28.0,20.0,1,0.3344,1445,92.832,121.713,4.3477,0.958,0.7529,0.0277,0.2194,1.01,6.685,-9.446,14.158,5.67,10.943,23.99,28.36,120.77,120.91,-0.9937,0.1236,-0.2035,-0.7931,0.6739
c5,2.0,1.2,0.3,2,1.6,260.0,115.0,28.0,20.0,1,0.3408,1445,95.889,126.69,4.4302,0.971,0.737,0.0353,0.2277,0.688,6.04,-10.651,14.741,6.583,11.605,21.73,30.94,120.68,120.78,-0.9934,0.1195,-0.2292,-0.8531,0.7309
c5,2.0,1.2,0.3,3,1.53,280.0,115.0,28.0,20.0,1,0.3537,1445,93.892,120.641,4.5987,0.916,0.7218,0.0339,0.2443,0.978,7.019,-10.967,15.071,5.741,9.691,25.05,31.27,119.89,120.01,-0.9934,0.1191,-0.1941,-0.8785,0.8979
c5,2.0,1.2,0.3,4,1.89,240.0,125.0,28.0,20.0,1,0.3502,1445,142.132,210.047,4.5526,1.401,0.7882,0.0284,0.1834,0.439,4.492,-10.687,14.163,8.248,13.925,16.53,30.24,123.42,123.48,-0.9935,-0.0684,-0.1511,-0.6463,0.5178
c5,2.0,1.2,0.3,5,1.41,280.0,115.0,28.0,10.0,1,0.3477,1445,83.11,105.512,4.5199,0.825,0.7336,0.0256,0.2408,0.534,7.939,-8.847,13.591,4.459,7.554,27.72,18.37,126.85,127.01,-0.9962,0.0068,-0.0911,-0.8795,0.8558
c5,2.0,1.2,0.3,6,1.54,280.0,115.0,28.0,20.0,1,0.3552,1445,94.304,121.718,4.6173,0.916,0.7156,0.0353,0.2491,1.006,6.943,-10.743,14.959,5.46,9.311,24.83,30.89,120.03,120.15,-0.9933,0.1507,-0.2088,-0.8771,0.896
c5,2.0,1.2,0.3,7,1.57,290.0,105.0,28.0,20.0,1,0.3591,1445,88.206,112.856,4.6683,0.848,0.6983,0.0381,0.2637,1.055,7.174,-9.613,14.096,4.377,8.374,25.41,28.06,118.97,119.08,-0.9935,0.1211,-0.1925,-0.8431,0.8679
c5,2.0,1.2,0.3,8,1.41,290.0,115.0,28.0,10.0,1,0.3365,1445,82.201,105.904,4.3748,0.843,0.764,0.0235,0.2125,0.639,7.97,-7.353,12.44,3.749,5.604,27.94,15.06,127.25,127.41,-0.996,-0.0106,-0.0769,-0.8661,0.8137
c5,2.0,1.2,0.3,9,1.47,310.0,105.0,28.0,20.0,1,0.3424,1445,84.037,106.946,4.4518,0.847,0.7135,0.0353,0.2512,0.625,8.058,-6.465,12.804,2.875,7.744,28.17,23.13,119.37,119.52,-0.9948,0.1665,-0.1904,-0.817,0.8194
c5,2.0,1.2,0.3,10,1.39,270.0,125.0,28.0,10.0,1,0.3226,1445,85.931,109.536,4.1943,0.919,0.7689,0.0263,0.2048,0.565,7.411,-8.025,13.187,4.947,9.959,26.11,17.83,129.01,129.18,-0.9962,-0.0287,-0.0782,-0.8438,0.5925
c5,2.0,1.2,0.3,11,1.61,250.0,125.0,28.0,20.0,1,0.3526,1445,113.823,156.255,4.5839,1.114,0.7294,0.0332,0.2374,0.695,5.472,-12.162,15.799,6.932,10.12,19.83,33.99,121.89,121.96,-0.9927,0.0543,-0.2299,-0.8724,0.8975
c5,2.0,1.2,0.3,12,1.5,260.0,125.0,28.0,20.0,1,0.3564,1445,106.737,136.362,4.6338,1.033,0.6858,0.0505,0.2637,1.684,7.713,-12.167,17.183,8.144,15.94,27.44,34.95,119.9,120.05,-0.9952,0.1942,-0.3758,-0.7774,0.9483
c5,2.0,1.2,0.3,13,1.6,280.0,105.0,28.0,20.0,1,0.351,1445,85.873,110.186,4.5631,0.844,0.7363,0.0367,0.227,0.852,6.531,-9.42,13.84,3.926,7.596,23.25,27.93,119.54,119.63,-0.9932,0.1703,-0.1949,-0.8461,0.8579
c5,2.0,1.2,0.3,14,1.42,270.0,125.0,28.0,10.0,1,0.3072,1445,85.119,109.601,3.993,0.956,0.7785,0.0242,0.1972,0.428,6.802,-7.637,12.571,4.073,8.111,24.1,16.29,129.68,129.83,-0.9958,-0.0902,-0.0237,-0.8278,0.4377
c5,2.0,1.2,0.3,15,1.44,270.0,125.0,28.0,20.0,1,0.3536,1445,99.931,127.371,4.5968,0.975,0.6955,0.0422,0.2623,1.13,7.733,-12.315,16.765,8.117,14.07,27.62,35.31,119.84,120.01,-0.9947,0.1184,-0.2386,-0.8428,0.9301
c5,2.0,1.2,0.3,16,1.64,270.0,105.0,28.0,20.0,1,0.3351,1445,84.601,110.615,4.3559,0.871,0.7543,0.036,0.2097,0.732,5.803,-8.727,13.22,4.041,7.823,20.74,26.58,120.29,120.37,-0.9931,0.1769,-0.187,-0.8343,0.6796
c5,2.0,1.2,0.3,17,1.51,260.0,125.0,28.0,20.0,1,0.3607,1445,107.91,138.076,4.6895,1.032,0.6865,0.0457,0.2678,1.752,7.673,-12.378,17.272,8.317,15.925,27.33,35.05,119.86,120.01,-0.9951,0.1743,-0.3831,-0.7746,0.9518
c5,2.0,1.2,0.3,18,1.47,280.0,115.0,28.0,20.0,1,0.3559,1445,92.37,116.655,4.6267,0.896,0.6879,0.0436,0.2685,0.863,7.535,-11.687,15.911,6.757,11.502,26.75,33.31,118.9,119.05,-0.9939,0.0862,-0.182,-0.8708,0.9004
c5,2.0,1.2,0.3,19,1.67,250.0,125.0,28.0,20.0,1,0.345,1445,114.439,161.592,4.4845,1.145,0.7536,0.0325,0.2138,0.179,4.713,-11.105,14.402,7.775,8.885,17.27,31.44,122.97,123.02,-0.9921,-0.0521,-0.0888,-0.9074,0.8905
c5,2.0,1.2,0.3,20,1.47,300.0,105.0,28.0,20.0,1,0.3544,1445,86.221,109.707,4.6078,0.839,0.674,0.0651,0.2609,0.276,7.934,-9.509,14.29,3.082,8.078,27.9,28.75,118.19,118.33,-0.9943,0.0624,-0.1164,-0.8371,0.874
