freq,hip_phi,leg_amp,hip_amp,hip_off,mu,pass_rate,surv_rate,net_fwd_mean,net_fwd_min,slip_mean,head_mean
1.92,230.0,125.0,28.0,50.0,0.7,1.0,1.0,0.2082,0.0645,0.108,0.9997
1.93,230.0,125.0,28.0,50.0,0.7,0.8,1.0,0.1623,0.0182,0.1053,0.9998
1.99,280.0,115.0,28.0,30.0,0.3,1.0,1.0,0.5348,0.5,0.2443,0.9932
1.89,290.0,115.0,28.0,40.0,0.3,1.0,1.0,0.464,0.4108,0.3195,0.9967
1.99,230.0,125.0,28.0,50.0,0.7,1.0,1.0,0.241,0.2037,0.1091,0.9999
1.99,250.0,125.0,28.0,30.0,0.7,1.0,1.0,0.2081,0.1349,0.102,0.9934
1.96,230.0,125.0,28.0,50.0,0.7,1.0,1.0,0.254,0.2369,0.1049,0.9998
1.95,230.0,125.0,28.0,50.0,0.7,1.0,1.0,0.2504,0.2103,0.1074,0.9997
1.94,230.0,125.0,28.0,50.0,0.7,1.0,1.0,0.2374,0.2107,0.1076,0.9999
1.94,230.0,115.0,28.0,50.0,0.7,1.0,1.0,0.2488,0.2384,0.0991,1.0
1.89,230.0,125.0,28.0,50.0,0.7,1.0,1.0,0.2566,0.2528,0.1048,0.9997
1.97,230.0,125.0,28.0,50.0,0.7,1.0,1.0,0.2569,0.2462,0.1078,0.9998
1.9,230.0,125.0,28.0,50.0,0.7,1.0,1.0,0.2551,0.2529,0.1053,0.9999
2.0,230.0,105.0,28.0,50.0,0.7,1.0,1.0,0.2499,0.2494,0.0839,0.9998
1.91,230.0,125.0,28.0,50.0,0.7,1.0,1.0,0.2557,0.2538,0.1052,0.9999
1.97,230.0,115.0,28.0,50.0,0.7,1.0,1.0,0.2078,0.0806,0.1088,0.9995
1.65,260.0,125.0,28.0,30.0,0.5,1.0,1.0,0.2278,0.0981,0.1225,0.9993
1.95,250.0,115.0,28.0,30.0,0.7,1.0,1.0,0.2062,0.1303,0.1065,0.9972
1.99,240.0,125.0,28.0,30.0,0.7,0.6,1.0,0.1076,-0.0217,0.1132,0.9972
1.87,230.0,125.0,28.0,50.0,0.7,1.0,1.0,0.2528,0.2479,0.1043,0.9999
1.63,260.0,125.0,28.0,30.0,0.5,1.0,1.0,0.3261,0.1328,0.1565,0.999
1.92,230.0,115.0,28.0,50.0,0.7,1.0,1.0,0.2475,0.2465,0.098,1.0
1.96,250.0,125.0,28.0,30.0,0.7,1.0,1.0,0.2085,0.0959,0.0986,0.9988
1.93,230.0,115.0,28.0,50.0,0.7,1.0,1.0,0.2401,0.2217,0.1038,0.9997
1.64,260.0,125.0,28.0,30.0,0.5,0.8,0.8,0.2368,0.1164,0.1404,0.9988
1.72,250.0,125.0,28.0,40.0,0.5,1.0,1.0,0.3333,0.2174,0.1819,0.9979
1.61,260.0,125.0,28.0,30.0,0.5,1.0,1.0,0.2449,0.1566,0.1208,0.9996
1.59,260.0,125.0,28.0,30.0,0.5,1.0,1.0,0.3231,0.1619,0.1522,0.9991
1.58,260.0,125.0,28.0,30.0,0.5,1.0,1.0,0.3194,0.1596,0.1635,0.9999
1.57,270.0,125.0,28.0,30.0,0.5,1.0,1.0,0.1577,0.0835,0.1141,0.9997
1.62,260.0,125.0,28.0,30.0,0.5,1.0,1.0,0.3275,0.1614,0.1562,0.9974
1.73,250.0,125.0,28.0,40.0,0.5,0.8,1.0,0.2882,0.0326,0.1758,0.9968
1.59,280.0,125.0,28.0,40.0,0.5,0.6,0.6,0.261,0.082,0.168,0.9553
1.57,290.0,125.0,28.0,40.0,0.5,0.6,0.6,0.2426,0.0732,0.2015,0.9561
1.53,270.0,125.0,28.0,30.0,0.5,1.0,1.0,0.3535,0.3486,0.1772,0.9996
1.55,280.0,125.0,28.0,40.0,0.5,0.8,0.8,0.2519,0.0648,0.167,0.9991
1.58,270.0,125.0,28.0,30.0,0.5,0.8,0.8,0.253,0.0265,0.1816,0.9977
1.57,260.0,125.0,28.0,30.0,0.5,1.0,1.0,0.2774,0.1583,0.1503,0.9996
1.59,260.0,125.0,28.0,40.0,0.5,1.0,1.0,0.3238,0.226,0.1902,0.999
1.65,250.0,125.0,28.0,30.0,0.5,1.0,1.0,0.2372,0.1528,0.1287,0.9995
1.55,290.0,125.0,28.0,40.0,0.5,0.6,0.6,0.2053,-0.1381,0.1809,0.5958
1.75,250.0,125.0,28.0,40.0,0.5,1.0,1.0,0.2776,0.1423,0.1605,0.9969
