freq,hip_phi,leg_amp,hip_amp,hip_off,mu,pass_rate,surv_rate,net_fwd_mean,net_fwd_min,slip_mean,head_mean
1.97,250.0,125.0,28.0,10.0,0.7,0.4,0.4,0.1793,0.109,0.1761,0.9709
1.96,250.0,125.0,24.0,10.0,0.7,1.0,1.0,0.1774,0.0927,0.1353,0.9936
1.97,260.0,115.0,28.0,10.0,0.7,0.4,1.0,0.0567,-0.0297,0.1154,0.9896
1.79,260.0,125.0,24.0,20.0,0.7,0.4,0.4,0.1499,0.0931,0.1648,0.9686
1.98,260.0,125.0,24.0,10.0,0.7,0.4,1.0,0.0631,-0.0315,0.11,0.989
1.81,260.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1685,0.168,1.4912,0.9923
1.8,260.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1685,0.1666,1.4779,0.9927
1.97,260.0,125.0,16.0,50.0,0.1,1.0,1.0,0.1677,0.1671,1.4362,0.9976
1.79,260.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1677,0.1642,1.4866,0.9928
1.82,260.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1656,0.1646,1.505,0.9947
1.94,260.0,125.0,16.0,50.0,0.1,1.0,1.0,0.1656,0.1644,1.4372,0.998
1.92,260.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1651,0.1643,1.5169,0.9983
1.94,260.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1654,0.1648,1.5309,0.9978
1.95,260.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1648,0.1641,1.5507,0.9966
1.95,260.0,125.0,16.0,50.0,0.1,1.0,1.0,0.1659,0.1652,1.472,0.9978
1.91,260.0,125.0,16.0,50.0,0.1,1.0,1.0,0.1641,0.1628,1.4225,0.9963
1.96,260.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1652,0.1641,1.554,0.9948
1.98,260.0,125.0,16.0,50.0,0.1,1.0,1.0,0.166,0.1653,1.4497,0.9984
1.92,270.0,125.0,20.0,50.0,0.1,1.0,1.0,0.165,0.164,1.5284,0.9972
1.98,260.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1645,0.163,1.55,0.9937
1.92,260.0,125.0,16.0,50.0,0.1,1.0,1.0,0.1654,0.1651,1.4242,0.9963
1.97,260.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1649,0.1637,1.5443,0.9936
1.91,270.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1652,0.1643,1.5355,0.9976
1.78,260.0,125.0,20.0,50.0,0.1,1.0,1.0,0.166,0.1647,1.481,0.9917
1.93,260.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1658,0.1648,1.5111,0.9984
1.89,270.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1643,0.1634,1.5318,0.9989
1.91,260.0,125.0,20.0,50.0,0.1,1.0,1.0,0.165,0.1645,1.5252,0.9986
1.96,270.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1646,0.1642,1.5603,0.9955
1.96,260.0,125.0,16.0,50.0,0.1,1.0,1.0,0.1661,0.1644,1.4685,0.9975
1.83,270.0,125.0,20.0,50.0,0.1,1.0,1.0,0.164,0.1634,1.5454,0.9972
1.86,270.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1641,0.1633,1.5427,0.9972
1.95,270.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1639,0.1632,1.5595,0.9968
1.93,270.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1645,0.1639,1.539,0.9976
1.9,270.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1642,0.1638,1.5451,0.9983
1.84,270.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1636,0.1631,1.5321,0.9977
1.9,260.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1636,0.1629,1.5291,0.9992
1.97,270.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1638,0.1631,1.5592,0.9948
1.94,270.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1644,0.1636,1.5321,0.9976
1.87,270.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1633,0.1622,1.5607,0.9975
1.82,270.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1633,0.1624,1.5487,0.9963
1.81,270.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1638,0.1632,1.5545,0.9948
1.87,260.0,125.0,16.0,50.0,0.1,1.0,1.0,0.1623,0.1615,1.4237,0.9961
1.85,270.0,125.0,20.0,50.0,0.1,1.0,1.0,0.163,0.1626,1.5309,0.9974
1.93,260.0,125.0,16.0,50.0,0.1,1.0,1.0,0.165,0.1634,1.4399,0.9976
1.89,260.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1632,0.1627,1.5253,0.9996
1.98,270.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1632,0.1626,1.5601,0.996
1.88,270.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1639,0.1633,1.5556,0.9986
1.89,260.0,125.0,16.0,50.0,0.1,1.0,1.0,0.1634,0.1619,1.4273,0.9975
1.83,260.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1644,0.163,1.4874,0.9963
1.79,270.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1624,0.1617,1.5514,0.9963
1.78,270.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1629,0.1623,1.5334,0.9967
1.8,270.0,125.0,20.0,50.0,0.1,1.0,1.0,0.163,0.1623,1.5517,0.9956
1.9,260.0,125.0,16.0,50.0,0.1,1.0,1.0,0.1631,0.1615,1.4409,0.9969
1.88,260.0,125.0,16.0,50.0,0.1,1.0,1.0,0.1618,0.1609,1.4376,0.9971
1.88,260.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1627,0.1624,1.5287,0.9995
1.81,260.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1685,0.168,1.4912,0.9923
1.8,260.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1685,0.1666,1.4779,0.9927
1.97,260.0,125.0,16.0,50.0,0.1,1.0,1.0,0.1677,0.1671,1.4362,0.9976
1.79,260.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1677,0.1642,1.4866,0.9928
1.94,260.0,125.0,16.0,50.0,0.1,1.0,1.0,0.1656,0.1644,1.4372,0.998
1.99,260.0,125.0,16.0,50.0,0.1,1.0,1.0,0.167,0.1647,1.4617,0.9989
1.82,260.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1656,0.1646,1.505,0.9947
2.0,260.0,125.0,16.0,50.0,0.1,1.0,1.0,0.1664,0.1649,1.4685,0.999
1.92,260.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1651,0.1643,1.5169,0.9983
1.94,260.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1654,0.1648,1.5309,0.9978
2.0,260.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1645,0.1631,1.5463,0.9927
1.95,260.0,125.0,16.0,50.0,0.1,1.0,1.0,0.1659,0.1652,1.472,0.9978
1.96,260.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1652,0.1641,1.554,0.9948
1.95,260.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1648,0.1641,1.5507,0.9966
1.92,270.0,125.0,20.0,50.0,0.1,1.0,1.0,0.165,0.164,1.5284,0.9972
1.91,260.0,125.0,16.0,50.0,0.1,1.0,1.0,0.1641,0.1628,1.4225,0.9963
1.92,260.0,125.0,16.0,50.0,0.1,1.0,1.0,0.1654,0.1651,1.4242,0.9963
1.98,260.0,125.0,16.0,50.0,0.1,1.0,1.0,0.166,0.1653,1.4497,0.9984
1.91,270.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1652,0.1643,1.5355,0.9976
1.98,260.0,125.0,20.0,50.0,0.1,1.0,1.0,0.1645,0.163,1.55,0.9937
1.9,330.0,125.0,28.0,50.0,0.7,0.4,0.4,0.1578,0.0,0.1602,0.9683
1.93,330.0,125.0,28.0,50.0,0.7,0.4,0.8,0.1546,-0.214,0.1579,0.7926
1.99,340.0,115.0,28.0,50.0,0.7,1.0,1.0,0.1361,0.0722,0.1456,0.9628
1.97,340.0,115.0,28.0,50.0,0.7,0.8,1.0,0.1341,-0.0549,0.1374,0.9622
2.0,340.0,125.0,28.0,50.0,0.7,0.4,0.8,0.161,-0.0137,0.1807,0.6692
1.99,340.0,125.0,28.0,50.0,0.7,0.8,0.8,0.1659,0.0,0.1795,0.9756
