freq,hip_phi,leg_amp,hip_amp,hip_off,mu,v_net,fore_mean,fore_min,pct_behind,base_mm,pitch_p2p
1.37,350.0,75.0,16.0,50.0,0.5,0.1225,-4.3,-60.3,58.3,24.9,27.1
1.43,270.0,75.0,32.0,10.0,0.5,0.112,-6.6,-74.5,65.0,40.1,28.6
1.46,250.0,75.0,32.0,10.0,0.5,0.1079,-5.9,-74.9,66.1,43.1,22.9
1.39,350.0,75.0,16.0,50.0,0.5,0.1074,-3.6,-61.7,55.4,24.6,26.9
1.46,270.0,75.0,32.0,10.0,0.5,0.1073,-7.9,-76.1,66.3,42.0,27.7
1.36,350.0,75.0,16.0,50.0,0.5,0.1069,-4.6,-61.1,57.3,24.0,26.5
1.49,250.0,75.0,32.0,20.0,0.5,0.1049,-9.1,-72.3,63.8,38.0,25.7
1.46,250.0,75.0,32.0,20.0,0.5,0.1041,-8.7,-72.6,63.6,39.6,24.8
1.49,270.0,75.0,32.0,10.0,0.5,0.1041,-8.3,-78.4,65.7,39.8,28.9
1.43,350.0,75.0,16.0,50.0,0.5,0.104,-3.8,-61.8,55.4,24.7,26.9
1.47,250.0,75.0,32.0,20.0,0.5,0.1039,-8.7,-71.9,63.4,39.0,25.4
1.48,250.0,75.0,32.0,20.0,0.5,0.1037,-9.2,-72.4,64.5,38.5,25.5
1.38,280.0,75.0,32.0,10.0,0.5,0.1032,-6.6,-77.8,66.4,41.4,31.8
1.48,270.0,75.0,32.0,10.0,0.5,0.1032,-8.6,-78.6,66.0,40.3,28.7
1.49,280.0,75.0,32.0,10.0,0.5,0.1031,-9.6,-78.2,67.9,38.2,30.3
1.41,250.0,75.0,32.0,20.0,0.5,0.1022,-5.5,-72.1,62.0,43.1,28.0
1.44,250.0,75.0,32.0,20.0,0.5,0.1014,-8.4,-73.0,63.8,41.1,25.1
1.38,350.0,75.0,16.0,50.0,0.5,0.1014,-4.4,-61.3,57.1,24.5,27.2
1.47,240.0,75.0,32.0,20.0,0.5,0.1009,-8.3,-71.9,64.4,39.8,25.5
1.49,260.0,75.0,32.0,20.0,0.5,0.1009,-9.5,-72.6,63.5,37.5,27.4
1.43,250.0,75.0,32.0,20.0,0.5,0.1003,-7.4,-72.1,63.7,42.6,28.3
1.32,260.0,85.0,32.0,20.0,0.5,0.1001,-3.3,-68.2,66.3,45.4,28.1
1.49,270.0,75.0,28.0,20.0,0.5,0.1,-6.6,-68.0,68.6,45.2,24.8
1.46,260.0,75.0,32.0,20.0,0.5,0.0993,-8.7,-72.7,62.3,39.5,26.9
1.29,270.0,85.0,32.0,20.0,0.5,0.099,-4.4,-72.4,65.9,42.5,33.0
1.44,260.0,75.0,32.0,20.0,0.5,0.0989,-9.1,-72.2,64.0,40.4,26.6
1.39,280.0,75.0,32.0,10.0,0.5,0.0987,-6.5,-75.4,66.5,41.6,29.4
1.49,260.0,75.0,28.0,20.0,0.5,0.0987,-5.9,-66.4,67.8,45.1,23.4
1.49,240.0,75.0,32.0,20.0,0.5,0.0984,-8.8,-68.2,64.8,39.7,24.4
1.49,270.0,75.0,28.0,10.0,0.5,0.0982,-4.8,-75.8,65.8,45.0,23.0
1.39,250.0,75.0,32.0,20.0,0.5,0.0982,-5.8,-72.8,63.6,42.7,28.9
1.49,330.0,75.0,32.0,20.0,0.5,0.098,-11.4,-71.9,63.9,24.9,41.3
1.31,260.0,85.0,28.0,30.0,0.5,0.0979,-3.7,-61.2,66.9,55.4,22.4
1.48,260.0,75.0,32.0,20.0,0.5,0.0977,-9.2,-72.3,63.9,38.3,27.6
1.46,280.0,75.0,32.0,10.0,0.5,0.0976,-9.2,-78.2,68.5,40.0,29.9
1.38,250.0,75.0,32.0,20.0,0.5,0.0974,-4.4,-73.0,62.0,43.0,26.8
1.43,260.0,75.0,32.0,20.0,0.5,0.0973,-9.1,-72.4,63.8,41.0,26.6
1.48,240.0,75.0,32.0,20.0,0.5,0.0973,-8.6,-68.5,64.6,39.9,24.3
1.36,260.0,75.0,32.0,20.0,0.5,0.0973,-5.5,-72.6,65.7,44.0,29.1
1.37,250.0,75.0,32.0,20.0,0.5,0.0972,-5.0,-72.6,62.5,44.1,27.1
1.32,280.0,85.0,32.0,10.0,0.5,0.097,-6.2,-76.1,72.0,50.7,24.9
1.46,240.0,75.0,32.0,20.0,0.5,0.0969,-8.6,-68.1,65.0,41.2,22.0
1.49,280.0,75.0,28.0,20.0,0.5,0.0966,-7.8,-68.4,69.0,43.2,26.9
1.32,260.0,85.0,28.0,20.0,0.5,0.0964,-3.8,-68.8,72.4,52.6,22.0
1.41,260.0,75.0,32.0,20.0,0.5,0.0964,-8.3,-72.3,64.3,43.5,26.4
1.44,280.0,75.0,32.0,10.0,0.5,0.0963,-8.9,-78.1,69.1,40.3,29.6
1.42,250.0,75.0,32.0,20.0,0.5,0.0962,-7.8,-71.7,64.2,43.8,25.0
1.28,270.0,85.0,32.0,20.0,0.5,0.0961,-3.9,-72.8,65.0,39.2,33.5
1.47,260.0,75.0,32.0,20.0,0.5,0.096,-9.5,-72.4,63.7,37.9,27.0
1.47,280.0,75.0,32.0,10.0,0.5,0.096,-8.8,-77.6,66.7,37.8,33.3
1.48,280.0,75.0,32.0,10.0,0.5,0.0959,-9.5,-78.0,70.4,40.3,29.6
1.31,280.0,85.0,32.0,10.0,0.5,0.0958,-6.5,-76.0,71.7,48.4,24.7
1.44,240.0,75.0,32.0,20.0,0.5,0.0957,-7.9,-68.5,65.2,42.7,23.0
1.29,260.0,85.0,28.0,30.0,0.5,0.0957,-3.6,-61.9,66.0,55.0,22.9
1.48,270.0,75.0,28.0,20.0,0.5,0.0955,-6.6,-67.5,68.1,45.2,25.0
1.32,260.0,85.0,28.0,30.0,0.5,0.0954,-4.1,-62.2,67.6,55.4,22.7
1.42,350.0,75.0,16.0,50.0,0.5,0.0953,-4.0,-61.2,55.2,27.2,26.6
1.42,240.0,75.0,32.0,20.0,0.5,0.0953,-7.3,-69.6,64.8,42.7,22.2
1.43,290.0,75.0,32.0,10.0,0.5,0.095,-7.1,-77.5,65.1,33.3,33.6
1.43,240.0,75.0,32.0,20.0,0.5,0.095,-8.2,-67.7,65.3,43.6,21.9
1.39,260.0,75.0,32.0,20.0,0.5,0.0949,-7.8,-72.5,63.4,43.7,26.3
1.41,240.0,75.0,32.0,20.0,0.5,0.0949,-7.4,-69.5,64.9,43.6,22.2
1.47,260.0,75.0,28.0,20.0,0.5,0.0949,-5.6,-66.3,68.0,46.3,22.4
1.31,260.0,85.0,28.0,20.0,0.5,0.0948,-3.1,-69.4,71.1,52.2,22.4
1.49,300.0,75.0,32.0,20.0,0.5,0.0948,-10.8,-72.1,64.7,31.4,39.8
1.28,260.0,85.0,28.0,30.0,0.5,0.0945,-3.4,-63.7,65.5,53.9,23.2
1.46,270.0,75.0,28.0,20.0,0.5,0.0945,-6.4,-68.2,68.5,46.7,24.3
1.46,260.0,75.0,28.0,20.0,0.5,0.0943,-5.1,-67.7,68.3,47.2,22.6
1.43,240.0,75.0,32.0,30.0,0.5,0.0943,-4.7,-67.5,59.4,40.0,27.1
1.32,270.0,85.0,28.0,20.0,0.5,0.094,-4.6,-70.4,71.3,53.2,24.2
1.49,290.0,75.0,32.0,20.0,0.5,0.0936,-11.3,-72.2,67.1,35.5,31.7
1.27,290.0,85.0,32.0,10.0,0.5,0.0934,-4.1,-74.9,66.4,33.6,29.8
1.46,270.0,75.0,32.0,20.0,0.5,0.0932,-9.7,-72.5,65.9,39.5,32.4
1.38,260.0,75.0,32.0,20.0,0.5,0.0932,-7.7,-71.9,64.0,44.8,26.7
1.44,260.0,75.0,28.0,20.0,0.5,0.0931,-5.1,-68.7,68.9,47.9,23.3
1.37,260.0,75.0,32.0,20.0,0.5,0.0929,-7.5,-71.8,64.9,45.8,26.0
1.42,260.0,75.0,32.0,20.0,0.5,0.0928,-8.7,-72.8,63.4,42.0,26.3
1.37,240.0,75.0,32.0,20.0,0.5,0.0927,-5.9,-66.7,64.9,45.1,21.3
1.42,240.0,75.0,32.0,30.0,0.5,0.0926,-5.4,-68.2,57.3,39.7,27.9
1.32,280.0,85.0,28.0,20.0,0.5,0.0925,-6.0,-69.8,70.5,53.5,25.7
1.39,240.0,75.0,32.0,20.0,0.5,0.0924,-6.5,-67.9,65.3,44.2,21.7
1.48,270.0,75.0,28.0,10.0,0.5,0.0924,-5.1,-75.1,66.4,46.2,23.0
1.49,250.0,75.0,28.0,20.0,0.5,0.0924,-5.7,-66.3,67.9,45.6,22.1
1.48,280.0,75.0,28.0,20.0,0.5,0.0923,-7.8,-68.8,69.7,43.7,26.6
1.48,260.0,75.0,28.0,20.0,0.5,0.0923,-5.7,-69.0,67.7,45.7,23.2
1.44,290.0,75.0,32.0,20.0,0.5,0.0923,-10.4,-72.8,65.9,35.9,33.2
1.32,270.0,85.0,32.0,20.0,0.5,0.0921,-4.9,-72.2,66.4,45.2,32.9
1.49,280.0,75.0,32.0,20.0,0.5,0.0921,-10.4,-72.5,64.1,34.3,33.3
1.31,270.0,85.0,28.0,20.0,0.5,0.0919,-4.5,-69.8,71.0,53.0,24.1
1.38,240.0,75.0,32.0,20.0,0.5,0.0919,-6.2,-68.0,64.8,45.5,23.0
1.44,270.0,75.0,32.0,20.0,0.5,0.0918,-9.4,-72.0,65.0,39.5,31.4
1.49,270.0,75.0,32.0,20.0,0.5,0.0917,-10.1,-72.7,64.8,37.3,29.7
1.47,270.0,75.0,28.0,10.0,0.5,0.0916,-4.8,-77.4,65.8,46.3,22.4
1.47,270.0,75.0,28.0,20.0,0.5,0.0914,-6.8,-69.2,68.6,45.7,25.0
1.47,270.0,75.0,32.0,10.0,0.5,0.0911,-7.5,-76.3,66.4,38.9,27.7
1.49,320.0,75.0,32.0,20.0,0.5,0.091,-11.2,-72.7,63.7,27.9,40.7
1.44,280.0,75.0,28.0,20.0,0.5,0.0908,-6.7,-68.0,69.8,45.0,26.4
1.49,250.0,75.0,28.0,30.0,0.5,0.0908,-6.6,-64.8,64.6,43.9,22.1
1.48,270.0,75.0,32.0,20.0,0.5,0.0903,-9.6,-72.4,65.0,38.2,30.2
1.27,260.0,85.0,28.0,20.0,0.5,0.0903,-3.0,-70.4,69.9,51.8,21.4
1.28,260.0,85.0,28.0,20.0,0.5,0.0901,-3.0,-70.2,69.6,51.7,21.7
1.34,260.0,75.0,32.0,20.0,0.5,0.0899,-5.2,-72.8,65.7,44.0,29.1
1.29,260.0,85.0,28.0,20.0,0.5,0.0898,-3.0,-70.1,70.3,52.4,21.8
1.26,260.0,85.0,28.0,30.0,0.5,0.0898,-3.4,-64.8,67.0,54.4,23.2
1.47,280.0,75.0,28.0,20.0,0.5,0.0898,-7.6,-68.6,69.8,43.8,26.6
1.31,250.0,75.0,32.0,30.0,0.5,0.0898,-3.8,-67.4,52.4,30.9,32.8
1.31,280.0,85.0,28.0,10.0,0.5,0.0896,-4.5,-71.6,72.0,48.2,23.5
1.31,280.0,85.0,28.0,20.0,0.5,0.0894,-5.6,-70.6,69.9,52.8,25.8
1.26,270.0,85.0,32.0,20.0,0.5,0.0894,-3.3,-67.9,69.1,46.6,28.9
1.32,280.0,85.0,28.0,10.0,0.5,0.0892,-4.6,-76.1,71.5,48.4,23.7
1.47,270.0,75.0,32.0,20.0,0.5,0.0892,-9.6,-72.3,64.7,38.2,30.3
1.26,260.0,85.0,28.0,20.0,0.5,0.089,-3.6,-70.4,71.2,53.6,21.3
1.44,280.0,75.0,32.0,20.0,0.5,0.089,-9.7,-72.7,65.1,38.2,32.1
1.29,290.0,85.0,32.0,20.0,0.5,0.0888,-6.9,-72.3,71.1,45.0,36.7
1.43,280.0,75.0,32.0,10.0,0.5,0.0888,-9.5,-77.5,69.4,41.6,29.1
1.48,290.0,75.0,32.0,20.0,0.5,0.0888,-11.2,-72.5,67.5,36.9,31.0
1.49,290.0,75.0,28.0,20.0,0.5,0.0888,-9.5,-69.4,71.2,44.5,26.8
1.47,250.0,75.0,28.0,20.0,0.5,0.0888,-5.1,-68.0,67.4,47.1,21.5
1.48,250.0,75.0,28.0,30.0,0.5,0.0887,-6.4,-63.1,65.3,45.0,21.7
1.48,250.0,75.0,28.0,20.0,0.5,0.0886,-5.0,-69.3,67.3,46.3,21.8
1.27,270.0,85.0,32.0,20.0,0.5,0.0885,-4.5,-72.7,68.0,46.0,28.7
1.46,290.0,75.0,32.0,20.0,0.5,0.0884,-10.9,-72.6,66.3,37.9,30.9
1.46,250.0,75.0,28.0,20.0,0.5,0.0883,-4.7,-71.0,67.1,48.1,22.0
1.48,240.0,75.0,32.0,30.0,0.5,0.0883,-8.3,-66.8,63.8,40.6,26.5
1.49,280.0,75.0,28.0,10.0,0.5,0.0882,-6.9,-74.7,68.3,44.1,25.3
1.41,260.0,75.0,28.0,20.0,0.5,0.0882,-4.5,-69.4,69.7,50.3,21.5
1.49,240.0,75.0,32.0,30.0,0.5,0.0881,-8.4,-67.3,64.3,39.6,26.1
1.44,270.0,75.0,32.0,10.0,0.5,0.088,0.9,-35.5,45.8,9.9,19.4
1.49,290.0,75.0,32.0,10.0,0.5,0.088,-11.0,-76.4,71.5,40.3,30.2
1.36,250.0,75.0,32.0,20.0,0.5,0.088,-4.7,-72.8,64.9,45.1,26.5
1.43,280.0,75.0,28.0,20.0,0.5,0.088,-7.1,-68.1,71.0,46.8,25.3
1.42,280.0,75.0,32.0,10.0,0.5,0.088,-9.0,-77.9,69.8,43.4,29.6
1.39,270.0,75.0,28.0,20.0,0.5,0.0879,-5.1,-68.1,69.4,49.2,24.2
1.42,260.0,75.0,28.0,20.0,0.5,0.0879,-4.9,-68.1,68.8,49.5,23.3
1.46,280.0,75.0,32.0,20.0,0.5,0.0878,-9.9,-72.6,65.1,37.4,32.1
1.46,300.0,75.0,32.0,20.0,0.5,0.0878,-10.9,-72.7,66.5,35.7,34.0
1.42,280.0,75.0,28.0,20.0,0.5,0.0877,-7.1,-68.3,70.4,46.9,25.6
1.44,250.0,75.0,28.0,20.0,0.5,0.0877,-4.3,-70.1,67.6,49.0,21.2
1.32,270.0,75.0,32.0,20.0,0.5,0.0876,-6.3,-71.8,67.7,46.4,30.3
1.48,280.0,75.0,32.0,20.0,0.5,0.0876,-10.6,-72.5,66.4,37.0,32.4
1.47,290.0,75.0,32.0,20.0,0.5,0.0875,-10.7,-72.3,66.1,36.7,30.8
1.31,290.0,85.0,32.0,10.0,0.5,0.0874,-5.9,-74.4,69.7,41.1,31.6
1.49,300.0,75.0,32.0,10.0,0.5,0.0873,-12.0,-75.4,70.7,39.5,29.1
1.41,270.0,75.0,32.0,20.0,0.5,0.0872,-9.0,-72.6,65.6,42.3,28.4
1.33,260.0,75.0,32.0,20.0,0.5,0.0871,-4.6,-73.0,64.7,44.9,27.2
1.47,250.0,75.0,28.0,30.0,0.5,0.087,-5.9,-62.2,64.2,44.9,21.9
1.46,280.0,75.0,28.0,20.0,0.5,0.0866,-7.6,-68.6,69.6,44.6,28.1
1.42,270.0,75.0,28.0,20.0,0.5,0.0865,-5.8,-68.2,68.5,48.2,25.1
1.31,260.0,85.0,32.0,20.0,0.5,0.0864,-1.6,-67.5,65.8,40.2,28.1
1.41,270.0,75.0,28.0,20.0,0.5,0.0864,-5.5,-68.8,68.7,48.8,25.2
1.49,240.0,75.0,28.0,30.0,0.5,0.0863,-5.6,-60.5,61.8,45.3,19.6
1.43,250.0,75.0,28.0,30.0,0.5,0.0863,-5.9,-63.1,63.8,47.2,20.8
1.42,270.0,75.0,32.0,20.0,0.5,0.0863,-8.9,-72.6,63.9,40.8,30.6
1.44,270.0,75.0,28.0,20.0,0.5,0.0862,-6.5,-70.7,68.1,46.7,24.5
1.43,270.0,75.0,32.0,20.0,0.5,0.086,-9.3,-72.3,64.4,40.1,29.4
1.29,260.0,75.0,32.0,30.0,0.5,0.0858,-4.7,-67.4,57.8,38.2,31.6
1.41,240.0,75.0,32.0,30.0,0.5,0.0858,-4.9,-67.8,57.3,41.0,27.4
1.29,280.0,85.0,28.0,20.0,0.5,0.0857,-5.6,-70.8,69.8,53.8,25.2
1.28,260.0,85.0,32.0,20.0,0.5,0.0856,-1.8,-59.4,65.9,37.7,25.1
1.29,270.0,85.0,28.0,20.0,0.5,0.0855,-4.0,-70.3,69.1,51.9,24.8
1.29,290.0,85.0,28.0,20.0,0.5,0.0855,-5.6,-67.5,72.6,52.6,27.9
1.41,350.0,75.0,16.0,50.0,0.5,0.0854,-5.0,-60.4,55.6,28.9,26.8
1.41,280.0,75.0,28.0,20.0,0.5,0.0853,-6.7,-69.2,70.4,47.5,25.6
1.46,240.0,75.0,32.0,30.0,0.5,0.0853,-8.2,-67.2,63.3,41.2,26.4
1.44,260.0,75.0,28.0,30.0,0.5,0.0851,-6.3,-64.0,64.0,47.5,26.3
1.37,280.0,75.0,32.0,10.0,0.5,0.085,-1.1,-35.5,54.8,11.8,18.7
1.34,250.0,75.0,32.0,20.0,0.5,0.085,-3.4,-72.5,63.8,43.3,24.9
1.43,250.0,75.0,28.0,20.0,0.5,0.0849,-4.6,-70.3,67.6,50.0,21.6
1.48,240.0,75.0,28.0,30.0,0.5,0.0849,-5.8,-64.3,61.1,46.0,20.3
1.39,270.0,75.0,32.0,20.0,0.5,0.0849,-7.9,-73.0,65.5,43.2,28.3
1.47,310.0,75.0,32.0,20.0,0.5,0.0848,-10.6,-72.2,64.2,31.6,40.3
1.41,250.0,75.0,28.0,20.0,0.5,0.0847,-3.9,-69.7,67.6,51.2,20.3
1.47,280.0,75.0,32.0,20.0,0.5,0.0846,-10.6,-72.6,66.7,37.5,31.4
1.33,260.0,75.0,32.0,30.0,0.5,0.0846,-4.3,-67.5,58.6,38.2,30.5
1.42,250.0,75.0,28.0,30.0,0.5,0.0846,-5.3,-64.5,62.1,47.3,20.4
1.48,290.0,75.0,28.0,20.0,0.5,0.0846,-9.4,-69.0,70.8,44.9,26.5
1.43,270.0,75.0,28.0,20.0,0.5,0.0846,-6.3,-70.1,68.3,48.3,24.3
1.38,280.0,75.0,28.0,20.0,0.5,0.0845,-5.8,-68.4,68.9,49.7,26.7
1.46,250.0,75.0,28.0,30.0,0.5,0.0845,-5.5,-65.5,63.0,46.1,23.2
1.28,280.0,85.0,28.0,20.0,0.5,0.0845,-5.5,-70.6,69.5,52.7,26.2
1.39,300.0,75.0,32.0,20.0,0.5,0.0844,-10.1,-72.7,66.4,39.7,35.6
1.43,280.0,75.0,32.0,20.0,0.5,0.0843,-9.3,-72.5,64.5,38.7,32.9
1.28,290.0,85.0,28.0,20.0,0.5,0.0843,-6.1,-69.5,69.5,53.2,27.2
1.49,300.0,75.0,28.0,20.0,0.5,0.0842,-9.5,-69.6,70.1,43.6,28.3
1.47,240.0,75.0,32.0,30.0,0.5,0.0842,-8.8,-66.8,63.1,41.2,25.6
1.42,250.0,75.0,28.0,20.0,0.5,0.0841,-4.3,-70.0,68.4,50.2,21.1
1.44,240.0,75.0,32.0,30.0,0.5,0.0841,-8.1,-66.9,63.3,42.7,24.9
1.34,280.0,75.0,32.0,20.0,0.5,0.0841,-6.7,-72.2,64.5,42.9,34.4
1.29,300.0,85.0,32.0,20.0,0.5,0.0841,-7.8,-72.8,66.9,43.6,38.5
1.28,250.0,75.0,32.0,30.0,0.5,0.084,-4.6,-68.0,56.5,33.3,30.8
1.29,300.0,85.0,28.0,20.0,0.5,0.084,-6.6,-69.6,70.0,51.8,30.5
1.32,250.0,85.0,32.0,20.0,0.5,0.084,-0.8,-67.2,62.2,37.1,26.3
1.39,280.0,75.0,32.0,20.0,0.5,0.084,-8.6,-72.6,65.6,42.6,31.1
1.48,280.0,75.0,28.0,10.0,0.5,0.0839,-7.0,-76.0,68.8,44.7,24.6
1.36,270.0,75.0,32.0,20.0,0.5,0.0839,-7.3,-72.5,65.8,44.7,31.4
1.39,260.0,75.0,28.0,20.0,0.5,0.0839,-4.7,-70.4,69.3,51.6,21.8
1.37,270.0,75.0,28.0,20.0,0.5,0.0836,-5.0,-69.9,70.4,50.7,23.9
1.39,250.0,75.0,28.0,20.0,0.5,0.0836,-2.9,-66.3,67.2,50.9,21.5
1.28,250.0,85.0,32.0,20.0,0.5,0.0835,-0.9,-68.7,63.5,38.1,22.5
1.49,250.0,75.0,24.0,30.0,0.5,0.0835,-4.0,-65.1,57.4,49.6,18.2
1.28,270.0,85.0,28.0,20.0,0.5,0.0835,-4.6,-70.5,70.9,52.0,24.6
1.47,290.0,75.0,28.0,20.0,0.5,0.0835,-9.1,-69.5,71.4,44.3,26.1
1.31,290.0,85.0,28.0,20.0,0.5,0.0834,-6.1,-65.9,71.3,52.3,28.1
1.31,260.0,75.0,32.0,20.0,0.5,0.0833,-3.5,-72.0,66.6,43.2,27.4
1.32,270.0,85.0,24.0,20.0,0.5,0.0833,-3.5,-64.3,70.6,51.5,22.3
1.44,250.0,75.0,32.0,30.0,0.5,0.0833,-8.3,-67.6,62.5,42.1,28.5
1.43,260.0,75.0,28.0,20.0,0.5,0.0833,-5.6,-70.0,68.4,48.9,23.5
1.27,290.0,85.0,28.0,20.0,0.5,0.0832,-6.4,-69.6,70.6,53.7,28.0
1.42,270.0,75.0,32.0,10.0,0.5,0.0832,0.7,-45.4,48.5,10.3,19.0
1.31,270.0,85.0,24.0,20.0,0.5,0.0831,-3.3,-63.7,71.4,51.3,22.0
1.27,260.0,85.0,32.0,20.0,0.5,0.0831,-2.0,-63.7,68.4,42.2,24.7
1.48,290.0,75.0,32.0,10.0,0.5,0.0831,-10.3,-75.8,70.3,41.0,30.1
1.34,300.0,75.0,32.0,20.0,0.5,0.083,-9.4,-72.6,68.1,42.1,31.1
1.42,280.0,75.0,32.0,20.0,0.5,0.083,-9.4,-72.8,64.3,38.9,33.1
1.32,260.0,75.0,32.0,20.0,0.5,0.0829,-4.4,-73.1,66.5,46.1,26.2
1.31,250.0,85.0,32.0,20.0,0.5,0.0829,-0.6,-66.9,64.1,40.3,21.9
1.39,280.0,75.0,28.0,20.0,0.5,0.0829,-6.6,-69.1,70.3,49.0,24.7
1.29,270.0,85.0,24.0,20.0,0.5,0.0828,-3.3,-63.3,72.2,52.4,21.5
1.28,270.0,85.0,24.0,20.0,0.5,0.0828,-3.1,-64.0,72.1,52.2,21.5
1.44,250.0,75.0,28.0,30.0,0.5,0.0828,-5.9,-63.9,63.3,47.1,22.8
1.34,300.0,75.0,24.0,30.0,0.5,0.0828,-5.1,-63.3,51.7,51.4,24.5
1.49,260.0,75.0,24.0,20.0,0.5,0.0827,-4.6,-70.7,64.5,46.9,19.9
1.38,300.0,75.0,32.0,20.0,0.5,0.0826,-9.9,-72.7,67.4,40.6,35.5
1.29,250.0,75.0,32.0,30.0,0.5,0.0826,-4.4,-67.4,55.1,38.0,31.0
1.29,260.0,85.0,32.0,20.0,0.5,0.0826,-1.7,-67.9,65.7,38.4,27.9
1.36,260.0,75.0,28.0,20.0,0.5,0.0826,-4.7,-69.8,69.6,51.8,22.0
1.26,260.0,85.0,32.0,20.0,0.5,0.0826,-1.6,-69.9,63.6,37.0,26.5
1.29,290.0,85.0,32.0,10.0,0.5,0.0824,-4.1,-75.2,66.8,28.3,30.0
1.46,300.0,75.0,28.0,30.0,0.5,0.0824,-8.3,-67.7,70.7,44.6,29.7
1.39,290.0,75.0,32.0,20.0,0.5,0.0824,-9.3,-73.0,66.8,41.1,33.4
1.41,250.0,75.0,28.0,30.0,0.5,0.0824,-3.5,-63.0,55.7,39.3,25.3
1.27,280.0,85.0,28.0,20.0,0.5,0.0823,-5.5,-70.0,71.3,53.8,26.3
1.33,270.0,75.0,28.0,20.0,0.5,0.0822,-3.9,-68.6,70.3,52.3,24.4
1.49,300.0,75.0,28.0,30.0,0.5,0.0821,-8.7,-67.6,71.0,42.3,30.1
1.26,290.0,85.0,28.0,20.0,0.5,0.0821,-6.3,-68.0,70.8,52.1,27.7
1.43,260.0,75.0,28.0,30.0,0.5,0.082,-6.5,-64.5,65.9,50.4,24.4
1.29,280.0,85.0,32.0,10.0,0.5,0.082,-2.3,-71.4,62.9,19.7,28.7
1.43,250.0,75.0,32.0,30.0,0.5,0.0819,-6.1,-67.6,59.4,42.1,31.1
1.31,260.0,75.0,32.0,30.0,0.5,0.0819,-3.8,-66.6,56.2,34.2,33.3
1.48,300.0,75.0,28.0,20.0,0.5,0.0819,-9.9,-70.2,70.7,44.6,28.2
1.39,240.0,75.0,32.0,30.0,0.5,0.0818,-4.6,-68.1,57.3,37.9,29.5
1.38,260.0,75.0,28.0,20.0,0.5,0.0817,-4.7,-71.1,69.2,51.3,21.6
1.49,290.0,75.0,28.0,10.0,0.5,0.0817,-9.6,-77.2,68.2,42.3,24.5
1.29,260.0,75.0,32.0,20.0,0.5,0.0817,-3.0,-72.5,65.0,40.3,27.8
1.47,300.0,75.0,28.0,30.0,0.5,0.0816,-8.8,-67.9,69.6,43.8,31.4
1.47,290.0,75.0,32.0,10.0,0.5,0.0815,-10.2,-76.4,68.8,40.5,30.2
1.49,270.0,75.0,24.0,20.0,0.5,0.0814,-5.0,-61.6,69.8,45.4,21.2
1.38,270.0,75.0,32.0,20.0,0.5,0.0814,-7.7,-72.9,66.4,43.6,30.5
1.46,290.0,75.0,28.0,20.0,0.5,0.0813,-8.7,-70.0,71.3,44.5,25.9
1.41,290.0,75.0,32.0,20.0,0.5,0.0813,-10.3,-72.9,65.8,39.5,34.9
1.33,250.0,75.0,32.0,20.0,0.5,0.0813,-2.0,-72.8,61.3,37.7,24.8
1.48,250.0,75.0,24.0,30.0,0.5,0.0813,-4.3,-65.5,57.8,50.3,18.1
1.38,290.0,75.0,32.0,20.0,0.5,0.0812,-9.3,-72.6,65.5,41.4,33.3
1.43,290.0,75.0,32.0,20.0,0.5,0.0812,-10.1,-72.9,66.0,37.7,34.0
1.34,270.0,75.0,32.0,20.0,0.5,0.0811,-5.1,-72.4,65.0,42.1,31.0
1.34,260.0,75.0,28.0,20.0,0.5,0.0811,-2.6,-68.3,65.3,48.2,24.9
1.46,300.0,75.0,28.0,20.0,0.5,0.081,-9.4,-70.0,71.3,46.1,26.8
1.46,290.0,75.0,32.0,10.0,0.5,0.081,-9.7,-76.0,68.5,40.9,30.1
1.29,250.0,85.0,32.0,20.0,0.5,0.081,-1.4,-69.2,65.4,41.9,21.5
1.44,300.0,75.0,28.0,30.0,0.5,0.081,-8.3,-67.7,69.3,44.9,28.7
1.47,300.0,75.0,32.0,20.0,0.5,0.0809,-10.4,-72.7,63.6,32.6,36.8
1.41,280.0,75.0,32.0,20.0,0.5,0.0809,-9.4,-72.6,65.0,40.3,31.8
1.27,250.0,75.0,32.0,30.0,0.5,0.0809,-4.1,-67.1,58.5,38.1,31.0
1.26,270.0,85.0,28.0,20.0,0.5,0.0809,-4.3,-70.1,70.5,52.9,24.2
1.47,300.0,75.0,28.0,20.0,0.5,0.0809,-9.4,-70.2,70.9,45.6,27.7
1.37,280.0,75.0,32.0,20.0,0.5,0.0808,-8.8,-72.8,67.5,44.0,31.2
1.36,240.0,75.0,32.0,20.0,0.5,0.0808,-0.8,-68.1,56.1,30.5,22.2
1.32,290.0,75.0,32.0,10.0,0.5,0.0807,-3.4,-47.4,66.8,24.3,18.2
1.28,300.0,85.0,28.0,20.0,0.5,0.0806,-6.3,-69.7,66.8,50.7,30.2
1.33,300.0,75.0,24.0,30.0,0.5,0.0806,-4.9,-63.0,52.6,51.3,25.0
1.34,280.0,75.0,32.0,10.0,0.5,0.0806,-1.3,-55.4,57.2,15.9,20.2
1.38,260.0,75.0,32.0,30.0,0.5,0.0806,-6.5,-67.6,64.6,44.1,32.1
1.41,260.0,75.0,28.0,30.0,0.5,0.0805,-5.6,-64.3,64.2,50.1,25.7
1.28,270.0,85.0,28.0,30.0,0.5,0.0805,-4.5,-64.4,63.0,53.0,26.2
