freq,hip_phi,leg_amp,hip_amp,hip_off,mu,v_net,fore_mean,fore_min,pct_behind,base_mm,pitch_p2p
1.48,350.0,75.0,32.0,20.0,0.5,0.0662,-12.0,-73.2,62.2,30.7,37.8
1.32,300.0,85.0,28.0,30.0,0.5,0.0661,-6.6,-67.9,61.9,45.7,35.5
1.28,270.0,75.0,28.0,30.0,0.5,0.0661,-5.0,-64.9,62.1,52.4,24.5
1.31,290.0,75.0,32.0,0.0,0.5,0.0661,-2.0,-23.5,61.0,3.4,15.2
1.42,280.0,75.0,24.0,40.0,0.5,0.0661,-4.7,-62.1,56.7,49.5,22.6
1.47,260.0,75.0,20.0,30.0,0.5,0.0661,-3.1,-44.9,57.2,47.1,17.1
1.29,310.0,85.0,32.0,10.0,0.5,0.0661,-10.6,-77.5,73.5,47.4,29.0
1.46,240.0,75.0,28.0,40.0,0.5,0.0661,-3.4,-61.6,51.9,43.4,26.8
1.46,300.0,75.0,24.0,30.0,0.5,0.0661,-6.6,-66.4,67.7,46.3,24.2
1.33,260.0,75.0,28.0,40.0,0.5,0.0661,-4.7,-61.4,57.2,50.7,23.8
1.33,310.0,75.0,32.0,20.0,0.5,0.066,-10.3,-72.5,72.2,44.8,30.4
1.27,290.0,85.0,28.0,10.0,0.5,0.066,-5.4,-71.5,72.3,48.1,24.1
1.48,320.0,75.0,28.0,20.0,0.5,0.066,-10.8,-69.1,70.2,39.9,28.9
1.31,270.0,75.0,28.0,30.0,0.5,0.066,-5.3,-65.4,62.8,51.8,24.3
1.26,320.0,85.0,28.0,30.0,0.5,0.066,-7.6,-68.1,60.5,47.2,35.5
1.38,270.0,75.0,24.0,20.0,0.5,0.066,-5.0,-71.4,61.9,48.7,21.0
1.49,0.0,75.0,32.0,20.0,0.5,0.066,-11.4,-73.5,59.0,30.6,36.6
1.44,300.0,75.0,28.0,10.0,0.5,0.0659,-9.1,-76.7,70.5,43.7,25.2
1.26,260.0,85.0,24.0,40.0,0.5,0.0659,-2.9,-61.3,50.1,51.7,21.4
1.32,280.0,75.0,24.0,30.0,0.5,0.0659,-4.9,-66.4,56.2,52.4,21.3
1.32,310.0,75.0,28.0,30.0,0.5,0.0659,-7.3,-67.8,63.4,49.3,30.8
1.32,310.0,75.0,32.0,20.0,0.5,0.0659,-10.3,-72.4,71.9,46.2,30.1
1.41,290.0,75.0,24.0,10.0,0.5,0.0659,-5.8,-72.4,69.5,44.8,22.0
1.37,280.0,75.0,28.0,40.0,0.5,0.0658,-5.9,-63.8,63.0,46.2,29.1
1.43,250.0,75.0,24.0,40.0,0.5,0.0658,-3.3,-60.8,49.6,51.0,18.2
1.28,300.0,85.0,28.0,0.0,0.5,0.0658,-2.5,-22.4,67.9,10.1,18.1
1.29,250.0,75.0,32.0,20.0,0.5,0.0658,-2.2,-68.7,62.2,36.7,23.5
1.27,300.0,85.0,24.0,20.0,0.5,0.0658,-5.5,-71.1,63.8,50.1,25.9
1.43,320.0,75.0,24.0,30.0,0.5,0.0658,-7.4,-66.1,65.0,47.4,25.6
1.32,320.0,85.0,32.0,20.0,0.5,0.0658,-10.0,-72.8,68.6,41.8,36.2
1.41,280.0,75.0,20.0,20.0,0.5,0.0658,-3.4,-52.6,64.5,46.4,19.0
1.42,300.0,75.0,24.0,20.0,0.5,0.0658,-6.9,-71.9,69.7,44.7,23.9
1.31,320.0,85.0,32.0,20.0,0.5,0.0657,-9.9,-72.6,69.5,42.5,36.3
1.26,310.0,85.0,24.0,20.0,0.5,0.0657,-5.5,-69.3,56.0,49.4,27.0
1.46,260.0,75.0,20.0,30.0,0.5,0.0657,-2.9,-45.1,56.2,47.5,17.1
1.32,260.0,75.0,28.0,30.0,0.5,0.0657,-4.7,-63.4,63.7,50.1,24.5
1.48,290.0,75.0,20.0,30.0,0.5,0.0656,-5.1,-61.7,61.7,43.7,21.2
1.32,300.0,75.0,28.0,20.0,0.5,0.0656,-8.0,-70.0,71.2,50.3,25.0
1.42,270.0,75.0,20.0,20.0,0.5,0.0656,-3.5,-54.0,67.9,48.4,17.3
1.27,310.0,85.0,28.0,30.0,0.5,0.0656,-7.4,-68.0,63.7,47.8,36.0
1.36,290.0,75.0,24.0,20.0,0.5,0.0656,-5.6,-63.2,66.1,49.4,22.3
1.48,310.0,75.0,24.0,30.0,0.5,0.0656,-7.7,-67.2,68.9,45.5,26.3
1.39,250.0,75.0,32.0,40.0,0.5,0.0656,-6.1,-59.5,60.9,45.2,28.0
1.41,300.0,75.0,24.0,20.0,0.5,0.0656,-6.8,-71.9,70.0,45.3,23.9
1.31,310.0,75.0,32.0,20.0,0.5,0.0655,-10.1,-73.0,70.7,45.7,30.3
1.46,280.0,75.0,20.0,30.0,0.5,0.0655,-4.1,-47.8,58.5,45.0,20.0
1.28,300.0,75.0,28.0,20.0,0.5,0.0655,-7.0,-68.5,67.4,51.5,24.9
1.34,290.0,75.0,32.0,10.0,0.5,0.0655,-4.6,-74.6,65.8,27.4,26.9
1.44,320.0,75.0,20.0,30.0,0.5,0.0655,-5.4,-58.5,54.6,45.0,23.0
1.31,280.0,75.0,28.0,30.0,0.5,0.0654,-6.1,-64.9,65.4,51.6,27.5
1.44,300.0,75.0,24.0,30.0,0.5,0.0654,-7.0,-66.7,66.1,46.2,24.1
1.47,300.0,75.0,24.0,10.0,0.5,0.0654,-6.6,-72.4,66.3,43.5,23.8
1.26,310.0,85.0,32.0,10.0,0.5,0.0654,-7.2,-77.4,68.2,37.3,35.9
1.31,300.0,75.0,28.0,20.0,0.5,0.0654,-7.8,-68.6,70.5,50.7,24.7
1.36,260.0,75.0,28.0,40.0,0.5,0.0654,-5.1,-61.2,57.7,50.6,22.8
1.37,270.0,75.0,24.0,20.0,0.5,0.0654,-4.7,-66.0,62.6,49.5,20.7
1.46,290.0,75.0,24.0,40.0,0.5,0.0654,-4.8,-62.0,55.8,49.5,24.2
1.46,300.0,75.0,24.0,40.0,0.5,0.0654,-5.3,-62.4,56.3,48.9,26.0
1.41,320.0,75.0,24.0,30.0,0.5,0.0653,-7.3,-66.3,62.8,47.5,25.6
1.29,310.0,85.0,28.0,30.0,0.5,0.0653,-7.4,-67.7,60.5,45.8,35.1
1.31,330.0,85.0,28.0,20.0,0.5,0.0653,-9.1,-72.2,71.9,48.5,31.6
1.37,290.0,75.0,24.0,20.0,0.5,0.0653,-5.7,-63.8,66.7,48.6,22.5
1.31,280.0,75.0,32.0,40.0,0.5,0.0653,-6.1,-63.4,59.8,44.6,34.5
1.37,240.0,75.0,28.0,30.0,0.5,0.0653,-3.2,-63.3,58.1,43.9,24.3
1.43,320.0,75.0,32.0,20.0,0.5,0.0653,-11.8,-72.9,68.5,37.0,34.8
1.28,260.0,85.0,28.0,40.0,0.5,0.0653,-4.1,-60.2,58.8,55.2,22.5
1.44,270.0,75.0,28.0,10.0,0.5,0.0653,-1.9,-71.9,60.4,29.7,19.8
1.31,300.0,85.0,20.0,20.0,0.5,0.0653,-4.4,-44.3,62.9,48.9,24.0
1.47,350.0,75.0,32.0,20.0,0.5,0.0653,-11.8,-73.5,60.2,31.2,38.0
1.39,300.0,75.0,24.0,20.0,0.5,0.0652,-6.4,-71.9,68.2,46.3,23.5
1.44,290.0,75.0,20.0,20.0,0.5,0.0652,-4.8,-55.2,65.9,43.2,20.7
1.49,290.0,75.0,20.0,40.0,0.5,0.0652,-4.5,-58.6,54.4,45.3,21.2
1.48,310.0,75.0,24.0,20.0,0.5,0.0652,-8.3,-72.0,68.1,43.0,25.0
1.31,270.0,85.0,28.0,40.0,0.5,0.0652,-4.4,-62.4,58.3,50.5,29.3
1.43,260.0,75.0,20.0,30.0,0.5,0.0652,-3.2,-44.8,58.0,48.1,16.6
1.46,320.0,75.0,32.0,10.0,0.5,0.0652,-12.8,-77.0,71.4,39.3,29.7
1.26,270.0,85.0,24.0,30.0,0.5,0.0652,-4.1,-59.7,64.6,54.6,21.8
1.28,260.0,75.0,28.0,30.0,0.5,0.0652,-4.3,-65.7,61.4,47.4,27.2
1.46,330.0,75.0,32.0,20.0,0.5,0.0652,-11.3,-73.1,64.5,32.2,38.3
1.29,270.0,75.0,28.0,30.0,0.5,0.0652,-4.9,-65.7,62.9,52.3,25.0
1.34,280.0,75.0,24.0,20.0,0.5,0.0652,-4.7,-71.3,63.9,51.2,22.0
1.26,310.0,85.0,28.0,30.0,0.5,0.0651,-7.0,-68.1,59.9,48.2,34.1
1.49,310.0,75.0,24.0,10.0,0.5,0.0651,-8.0,-72.1,67.1,39.5,24.1
1.48,330.0,75.0,32.0,20.0,0.5,0.0651,-11.8,-72.8,65.7,32.6,37.9
1.49,310.0,75.0,28.0,10.0,0.5,0.0651,-10.8,-77.6,68.9,38.9,26.3
1.37,310.0,75.0,28.0,20.0,0.5,0.065,-9.0,-69.2,71.3,48.6,27.3
1.27,300.0,85.0,28.0,0.0,0.5,0.065,-2.6,-22.4,67.3,10.3,18.1
1.31,280.0,85.0,24.0,40.0,0.5,0.065,-3.8,-61.6,59.3,53.8,23.6
1.36,300.0,75.0,24.0,20.0,0.5,0.0649,-5.7,-71.8,60.3,48.8,23.1
1.48,320.0,75.0,28.0,30.0,0.5,0.0649,-9.9,-67.9,72.0,43.0,30.9
1.42,260.0,75.0,20.0,30.0,0.5,0.0649,-2.9,-45.2,55.3,48.2,16.7
1.47,320.0,75.0,32.0,10.0,0.5,0.0649,-12.6,-76.8,71.6,37.7,30.6
1.47,290.0,75.0,24.0,40.0,0.5,0.0649,-5.0,-62.8,55.7,48.4,24.0
1.34,260.0,75.0,28.0,40.0,0.5,0.0648,-4.7,-60.5,56.8,50.7,23.2
1.34,280.0,75.0,28.0,10.0,0.5,0.0648,-1.3,-36.5,60.3,23.4,16.4
1.42,320.0,75.0,24.0,30.0,0.5,0.0648,-7.5,-66.1,63.7,47.4,25.6
1.26,260.0,85.0,24.0,20.0,0.5,0.0648,-2.2,-64.8,56.8,53.9,18.8
1.26,300.0,85.0,24.0,30.0,0.5,0.0648,-4.8,-58.0,55.2,53.1,26.7
1.33,280.0,75.0,24.0,20.0,0.5,0.0648,-5.0,-71.1,63.4,51.7,21.4
1.46,300.0,75.0,24.0,10.0,0.5,0.0648,-6.5,-72.4,66.8,44.2,23.3
1.41,270.0,75.0,20.0,20.0,0.5,0.0648,-2.8,-53.7,66.7,48.4,17.2
1.47,270.0,75.0,16.0,50.0,0.5,0.0647,-1.9,-60.7,48.1,38.9,17.6
1.29,290.0,75.0,32.0,10.0,0.5,0.0647,-3.7,-70.4,66.3,22.7,24.6
1.27,300.0,85.0,20.0,20.0,0.5,0.0647,-3.6,-46.1,62.1,45.2,24.5
1.44,240.0,75.0,32.0,40.0,0.5,0.0647,-4.8,-63.7,55.2,37.5,33.2
1.34,250.0,75.0,28.0,30.0,0.5,0.0647,-3.3,-62.4,62.0,47.3,23.9
1.42,250.0,75.0,32.0,40.0,0.5,0.0647,-5.2,-63.6,57.1,42.2,33.6
1.43,290.0,75.0,20.0,20.0,0.5,0.0647,-4.7,-51.3,64.8,44.0,20.5
1.33,300.0,75.0,20.0,40.0,0.5,0.0646,-3.5,-63.2,51.1,48.3,25.1
1.27,300.0,85.0,24.0,30.0,0.5,0.0646,-5.2,-63.9,56.8,53.7,27.1
1.32,290.0,75.0,24.0,40.0,0.5,0.0646,-4.1,-62.5,55.3,52.8,24.5
1.28,300.0,75.0,32.0,20.0,0.5,0.0646,-8.7,-72.5,69.3,47.7,33.2
1.32,240.0,75.0,32.0,20.0,0.5,0.0646,-0.3,-67.5,53.6,25.8,20.5
1.37,240.0,75.0,28.0,40.0,0.5,0.0646,-2.3,-63.5,52.1,35.5,28.1
1.28,310.0,75.0,32.0,20.0,0.5,0.0646,-9.7,-68.4,70.2,47.3,28.8
1.34,290.0,75.0,24.0,20.0,0.5,0.0646,-5.2,-71.5,61.8,50.2,22.2
1.32,260.0,85.0,20.0,30.0,0.5,0.0645,-2.0,-33.9,52.8,51.1,18.4
1.39,290.0,75.0,24.0,40.0,0.5,0.0645,-4.3,-62.1,53.7,51.8,23.5
1.47,290.0,75.0,20.0,30.0,0.5,0.0645,-4.9,-61.7,62.3,43.3,21.3
1.46,290.0,75.0,20.0,30.0,0.5,0.0645,-4.8,-61.7,61.4,43.9,21.2
1.47,320.0,75.0,28.0,20.0,0.5,0.0645,-10.8,-68.7,70.2,40.3,28.8
1.39,270.0,75.0,24.0,40.0,0.5,0.0645,-3.8,-61.7,53.8,50.9,20.2
1.38,300.0,75.0,24.0,20.0,0.5,0.0645,-6.3,-62.1,67.6,47.2,23.3
1.49,290.0,75.0,20.0,10.0,0.5,0.0644,-4.3,-61.9,65.5,42.8,19.6
1.32,280.0,85.0,20.0,20.0,0.5,0.0644,-3.3,-38.1,64.5,51.0,20.4
1.33,250.0,75.0,28.0,30.0,0.5,0.0644,-3.5,-65.8,62.7,49.0,24.9
1.49,320.0,75.0,28.0,30.0,0.5,0.0644,-9.4,-67.4,70.8,41.6,30.6
1.41,290.0,75.0,24.0,40.0,0.5,0.0644,-4.9,-61.9,55.6,51.4,23.4
1.42,300.0,75.0,32.0,10.0,0.5,0.0643,-10.7,-76.1,70.3,41.8,30.2
1.48,290.0,75.0,24.0,40.0,0.5,0.0643,-5.2,-62.7,56.9,48.7,23.9
1.27,290.0,85.0,24.0,20.0,0.5,0.0643,-4.9,-71.2,66.7,50.5,25.0
1.31,270.0,85.0,20.0,30.0,0.5,0.0643,-3.0,-44.6,57.0,50.9,19.9
1.36,270.0,75.0,24.0,20.0,0.5,0.0642,-4.4,-66.0,60.9,48.8,20.0
1.31,300.0,85.0,28.0,10.0,0.5,0.0642,-6.7,-77.2,70.3,45.8,27.5
1.32,250.0,85.0,24.0,20.0,0.5,0.0642,-1.0,-51.1,56.1,53.1,17.2
1.32,310.0,85.0,32.0,10.0,0.5,0.0641,-9.9,-76.2,69.5,42.1,32.8
1.39,280.0,75.0,24.0,40.0,0.5,0.0641,-4.4,-62.2,53.4,50.7,21.7
1.29,260.0,75.0,28.0,40.0,0.5,0.0641,-4.4,-61.1,56.2,51.7,22.6
1.29,270.0,75.0,28.0,20.0,0.5,0.0641,-4.8,-70.1,66.5,52.0,23.7
1.29,270.0,75.0,28.0,40.0,0.5,0.064,-4.9,-60.6,56.2,51.3,25.3
1.36,310.0,75.0,32.0,20.0,0.5,0.064,-10.8,-72.5,71.3,43.1,30.5
1.41,300.0,75.0,32.0,10.0,0.5,0.064,-10.3,-74.1,70.1,42.6,29.3
1.38,300.0,75.0,20.0,40.0,0.5,0.064,-4.2,-59.8,55.3,49.5,21.7
1.27,290.0,75.0,32.0,30.0,0.5,0.064,-7.1,-67.1,67.6,46.2,34.3
1.47,310.0,75.0,24.0,20.0,0.5,0.064,-8.1,-71.7,67.9,43.3,25.0
1.29,310.0,75.0,28.0,20.0,0.5,0.064,-7.8,-68.6,67.9,51.4,25.5
1.27,300.0,75.0,28.0,20.0,0.5,0.064,-7.0,-68.9,67.9,51.9,24.8
1.26,240.0,85.0,28.0,40.0,0.5,0.0639,-3.2,-59.8,50.5,51.3,21.3
1.39,250.0,75.0,24.0,40.0,0.5,0.0639,-3.5,-61.0,50.5,51.3,17.7
1.32,290.0,75.0,28.0,30.0,0.5,0.0639,-6.1,-67.3,62.7,49.2,30.7
1.26,290.0,85.0,24.0,20.0,0.5,0.0639,-5.1,-70.9,67.9,50.4,24.7
1.29,290.0,75.0,32.0,0.0,0.5,0.0638,-2.1,-23.5,61.3,3.5,14.8
1.42,290.0,75.0,24.0,40.0,0.5,0.0638,-4.8,-62.5,55.8,50.1,24.1
1.28,300.0,85.0,28.0,30.0,0.5,0.0638,-6.7,-67.8,62.3,50.1,34.6
1.39,250.0,75.0,28.0,40.0,0.5,0.0638,-3.5,-64.2,59.3,43.1,28.1
1.46,310.0,75.0,24.0,20.0,0.5,0.0638,-8.0,-66.5,68.8,43.5,24.8
1.47,300.0,75.0,24.0,40.0,0.5,0.0638,-5.2,-61.3,56.1,49.2,25.9
1.32,330.0,85.0,28.0,20.0,0.5,0.0638,-9.5,-68.5,72.2,47.2,30.6
1.46,240.0,75.0,32.0,40.0,0.5,0.0638,-5.3,-63.5,60.3,42.2,29.2
1.26,310.0,75.0,32.0,20.0,0.5,0.0637,-8.4,-72.4,68.0,44.3,36.3
1.48,310.0,75.0,24.0,10.0,0.5,0.0637,-8.0,-72.0,67.8,40.8,23.9
1.28,280.0,75.0,28.0,30.0,0.5,0.0637,-5.2,-63.3,64.1,51.4,27.3
1.28,300.0,75.0,32.0,30.0,0.5,0.0637,-8.1,-67.7,63.8,46.1,37.6
1.49,250.0,75.0,32.0,10.0,0.5,0.0636,3.2,-35.1,55.2,3.9,17.9
1.27,280.0,75.0,32.0,30.0,0.5,0.0636,-6.5,-67.7,62.9,41.5,33.9
1.29,280.0,75.0,28.0,30.0,0.5,0.0636,-5.5,-64.4,63.7,50.5,27.3
1.43,240.0,75.0,28.0,40.0,0.5,0.0636,-5.1,-60.6,58.4,48.5,23.1
1.27,270.0,85.0,24.0,40.0,0.5,0.0635,-3.5,-61.4,53.7,53.3,22.1
1.49,300.0,75.0,20.0,20.0,0.5,0.0635,-5.7,-54.2,71.4,39.1,22.2
1.49,320.0,75.0,24.0,20.0,0.5,0.0635,-8.4,-72.3,68.7,40.6,25.8
1.32,300.0,85.0,20.0,30.0,0.5,0.0635,-4.4,-40.4,60.2,49.7,24.8
1.31,290.0,75.0,32.0,30.0,0.5,0.0635,-8.0,-67.7,64.6,47.6,34.6
1.39,280.0,75.0,20.0,20.0,0.5,0.0635,-3.4,-52.8,64.0,47.7,18.8
1.31,290.0,85.0,28.0,40.0,0.5,0.0634,-5.2,-62.8,59.2,47.4,33.0
1.31,280.0,85.0,20.0,20.0,0.5,0.0634,-3.1,-53.8,63.6,50.6,20.4
1.38,240.0,75.0,28.0,30.0,0.5,0.0634,-3.5,-62.5,58.4,45.4,24.6
1.48,310.0,75.0,28.0,10.0,0.5,0.0634,-10.6,-77.7,69.3,40.7,26.2
1.42,290.0,75.0,20.0,20.0,0.5,0.0634,-4.7,-51.2,64.8,44.0,20.4
1.26,300.0,85.0,32.0,10.0,0.5,0.0634,-6.4,-73.6,70.5,35.8,31.3
1.33,280.0,75.0,28.0,10.0,0.5,0.0633,-1.1,-35.9,59.4,22.2,16.2
1.44,320.0,75.0,28.0,20.0,0.5,0.0633,-10.2,-69.7,71.6,43.7,28.4
1.31,250.0,85.0,24.0,20.0,0.5,0.0633,-0.9,-51.0,54.5,52.9,16.7
1.38,290.0,75.0,24.0,40.0,0.5,0.0633,-4.5,-62.9,54.1,51.6,23.5
1.47,280.0,75.0,24.0,10.0,0.5,0.0632,-3.9,-72.1,63.8,43.8,21.8
1.38,260.0,75.0,24.0,40.0,0.5,0.0632,-3.6,-61.6,51.9,51.4,20.1
1.26,300.0,85.0,28.0,0.0,0.5,0.0632,-2.5,-27.4,66.0,11.1,18.2
1.31,260.0,85.0,20.0,30.0,0.5,0.0632,-2.1,-47.3,53.7,51.3,18.4
1.28,290.0,75.0,32.0,0.0,0.5,0.0631,-1.9,-23.3,60.0,3.9,14.9
1.36,250.0,75.0,28.0,40.0,0.5,0.0631,-4.1,-59.8,56.4,49.5,21.8
1.37,300.0,75.0,24.0,20.0,0.5,0.0631,-6.6,-71.4,65.6,47.6,23.3
1.34,270.0,75.0,24.0,40.0,0.5,0.0631,-3.8,-61.5,52.4,51.7,20.1
1.39,290.0,75.0,28.0,10.0,0.5,0.0631,-7.4,-77.3,68.6,45.3,23.3
1.42,240.0,75.0,28.0,40.0,0.5,0.0631,-4.3,-59.9,55.7,47.1,22.8
1.28,260.0,75.0,28.0,40.0,0.5,0.0631,-4.6,-62.2,55.7,50.5,24.9
1.32,290.0,85.0,28.0,0.0,0.5,0.063,-1.3,-23.9,63.1,7.5,19.0
1.33,290.0,75.0,24.0,20.0,0.5,0.063,-5.2,-66.6,62.9,50.9,22.3
1.26,290.0,85.0,20.0,20.0,0.5,0.063,-3.8,-52.7,67.6,48.5,22.3
1.32,240.0,85.0,28.0,40.0,0.5,0.063,-2.7,-60.8,49.4,53.7,17.7
1.32,280.0,75.0,24.0,20.0,0.5,0.0629,-4.8,-71.3,64.1,51.1,21.4
1.29,280.0,85.0,20.0,30.0,0.5,0.0629,-3.3,-60.9,62.8,49.5,22.2
1.31,290.0,75.0,28.0,30.0,0.5,0.0628,-6.2,-67.8,62.3,48.9,31.6
1.38,250.0,75.0,28.0,40.0,0.5,0.0628,-4.7,-60.7,57.0,49.2,22.5
1.28,310.0,85.0,28.0,30.0,0.5,0.0628,-6.9,-68.1,62.4,48.2,34.1
1.43,300.0,75.0,28.0,10.0,0.5,0.0628,-9.3,-77.1,70.8,45.5,26.2
1.42,320.0,75.0,32.0,20.0,0.5,0.0628,-11.4,-72.9,70.1,40.1,34.2
1.46,320.0,75.0,28.0,20.0,0.5,0.0628,-10.6,-68.8,70.1,40.9,28.3
1.29,290.0,75.0,28.0,30.0,0.5,0.0628,-5.8,-67.8,62.7,45.5,30.5
1.28,300.0,85.0,32.0,10.0,0.5,0.0627,-6.0,-75.1,71.3,35.8,31.4
1.36,280.0,75.0,28.0,40.0,0.5,0.0626,-5.8,-63.1,59.4,49.0,27.0
1.26,300.0,75.0,32.0,30.0,0.5,0.0626,-7.4,-67.3,63.7,45.6,36.0
1.44,300.0,75.0,24.0,10.0,0.5,0.0626,-6.6,-72.2,67.9,44.2,23.2
1.44,310.0,75.0,24.0,20.0,0.5,0.0626,-7.6,-71.9,69.7,44.2,24.5
1.34,270.0,75.0,28.0,40.0,0.5,0.0626,-4.5,-61.0,57.7,49.5,26.0
1.29,300.0,85.0,20.0,20.0,0.5,0.0626,-3.9,-48.7,64.1,49.3,23.8
1.39,320.0,75.0,28.0,20.0,0.5,0.0625,-9.2,-69.1,70.6,47.1,27.8
1.32,290.0,85.0,20.0,30.0,0.5,0.0625,-3.5,-39.9,61.3,49.4,23.7
1.32,320.0,85.0,28.0,10.0,0.5,0.0625,-9.1,-77.4,68.6,46.7,28.4
1.41,290.0,75.0,20.0,20.0,0.5,0.0625,-4.6,-51.0,64.0,44.4,20.3
1.32,270.0,85.0,20.0,30.0,0.5,0.0625,-2.9,-48.4,55.0,50.9,20.1
1.29,300.0,75.0,32.0,20.0,0.5,0.0625,-7.1,-72.9,66.1,44.3,33.4
1.37,270.0,75.0,24.0,40.0,0.5,0.0624,-3.6,-61.7,54.8,51.8,20.0
1.38,280.0,75.0,24.0,40.0,0.5,0.0624,-4.6,-62.2,53.6,50.6,22.0
1.38,270.0,75.0,24.0,40.0,0.5,0.0624,-3.8,-61.7,53.4,51.3,21.3
1.37,250.0,75.0,28.0,40.0,0.5,0.0624,-4.9,-60.2,56.9,49.4,21.3
1.37,290.0,75.0,24.0,40.0,0.5,0.0624,-4.6,-62.4,54.7,51.6,23.3
1.33,310.0,75.0,24.0,20.0,0.5,0.0624,-6.1,-71.9,63.9,49.3,23.6
1.47,310.0,75.0,28.0,10.0,0.5,0.0624,-10.2,-77.7,68.8,41.8,27.0
1.26,300.0,75.0,28.0,30.0,0.5,0.0624,-7.2,-68.3,62.5,48.2,30.6
1.46,310.0,75.0,28.0,10.0,0.5,0.0624,-10.1,-77.7,68.6,42.6,26.7
1.31,300.0,85.0,20.0,30.0,0.5,0.0623,-4.6,-40.5,60.9,50.0,24.7
1.29,250.0,85.0,24.0,20.0,0.5,0.0623,-0.9,-51.0,55.6,52.7,17.2
1.38,280.0,75.0,20.0,20.0,0.5,0.0623,-3.5,-53.1,64.4,48.4,18.7
1.48,290.0,75.0,20.0,10.0,0.5,0.0623,-4.1,-61.9,66.1,43.2,19.3
1.48,320.0,75.0,24.0,20.0,0.5,0.0622,-8.4,-72.3,69.4,41.5,25.7
1.49,300.0,75.0,20.0,30.0,0.5,0.0622,-5.3,-60.8,59.3,43.4,22.0
1.28,280.0,75.0,28.0,20.0,0.5,0.0622,-4.6,-70.6,64.3,47.3,26.5
1.28,280.0,85.0,20.0,30.0,0.5,0.0622,-3.9,-43.8,63.5,50.5,21.1
1.32,260.0,75.0,28.0,40.0,0.5,0.0622,-4.8,-61.1,56.4,50.8,23.3
1.36,250.0,75.0,24.0,40.0,0.5,0.0622,-3.3,-61.9,49.7,52.1,17.5
1.48,300.0,75.0,20.0,20.0,0.5,0.0622,-5.7,-54.1,70.2,39.9,22.2
1.46,350.0,75.0,32.0,20.0,0.5,0.0621,-11.8,-73.4,61.1,32.6,37.5
1.37,260.0,75.0,24.0,40.0,0.5,0.0621,-3.6,-61.0,51.1,51.6,19.5
1.47,310.0,75.0,24.0,10.0,0.5,0.0621,-7.8,-72.3,67.6,41.0,23.6
1.38,320.0,75.0,28.0,20.0,0.5,0.0621,-9.7,-70.0,71.3,46.9,27.9
1.29,280.0,75.0,32.0,40.0,0.5,0.0621,-5.3,-63.5,58.6,42.6,35.4
1.44,240.0,75.0,28.0,40.0,0.5,0.0621,-3.8,-62.6,52.6,44.5,27.2
1.28,290.0,75.0,28.0,30.0,0.5,0.062,-6.3,-68.1,62.8,44.5,30.6
1.49,240.0,75.0,24.0,40.0,0.5,0.062,-3.4,-60.6,50.4,48.9,16.5
1.34,280.0,75.0,24.0,40.0,0.5,0.062,-3.8,-61.9,52.6,50.0,20.4
1.29,300.0,75.0,20.0,30.0,0.5,0.062,-3.8,-44.2,51.2,49.4,21.9
1.31,260.0,75.0,28.0,30.0,0.5,0.062,-3.9,-64.7,61.1,49.2,23.8
1.27,290.0,75.0,32.0,0.0,0.5,0.062,-2.0,-23.5,61.4,3.8,14.8
1.36,260.0,75.0,24.0,40.0,0.5,0.062,-3.2,-61.6,50.5,52.4,19.0
1.28,300.0,85.0,20.0,20.0,0.5,0.062,-4.2,-48.9,65.2,48.7,23.8
1.31,280.0,75.0,24.0,20.0,0.5,0.062,-4.5,-64.9,63.6,50.3,21.1
1.28,260.0,85.0,20.0,30.0,0.5,0.0619,-2.1,-47.6,51.8,50.0,18.5
1.28,290.0,85.0,28.0,0.0,0.5,0.0619,-1.1,-25.1,61.4,9.1,18.5
1.26,280.0,75.0,32.0,30.0,0.5,0.0619,-5.7,-68.1,63.1,42.8,35.2
1.27,260.0,85.0,28.0,40.0,0.5,0.0618,-4.3,-59.2,59.7,55.8,21.8
1.36,290.0,75.0,24.0,40.0,0.5,0.0618,-4.2,-62.8,54.6,51.9,22.9
1.29,290.0,85.0,24.0,40.0,0.5,0.0618,-3.9,-61.5,57.9,53.5,26.6
1.31,290.0,85.0,20.0,30.0,0.5,0.0618,-3.9,-39.3,62.0,49.8,23.9
1.31,310.0,85.0,32.0,10.0,0.5,0.0618,-9.0,-75.4,69.1,41.8,32.5
1.32,250.0,75.0,28.0,30.0,0.5,0.0617,-3.3,-64.7,60.8,48.7,23.7
1.42,300.0,75.0,28.0,10.0,0.5,0.0617,-9.4,-77.4,70.3,44.2,26.1
1.27,290.0,85.0,28.0,0.0,0.5,0.0617,-1.3,-23.9,62.3,8.6,18.4
1.29,260.0,75.0,28.0,30.0,0.5,0.0617,-4.3,-63.4,62.7,50.4,23.4
1.29,300.0,75.0,32.0,30.0,0.5,0.0617,-7.8,-67.6,63.4,46.0,36.0
1.29,280.0,85.0,28.0,10.0,0.5,0.0616,-1.9,-71.6,64.2,30.1,21.7
1.27,270.0,75.0,28.0,20.0,0.5,0.0616,-5.1,-69.8,66.8,51.3,23.6
1.28,280.0,75.0,32.0,30.0,0.5,0.0616,-6.3,-67.5,61.3,39.5,35.4
1.31,290.0,85.0,28.0,0.0,0.5,0.0616,-1.2,-28.8,63.3,7.6,18.7
1.31,280.0,75.0,28.0,40.0,0.5,0.0615,-4.7,-62.1,57.1,49.9,26.7
