freq,hip_phi,leg_amp,hip_amp,hip_off,mu,pass_rate,surv_rate,net_fwd_mean,net_fwd_min,slip_mean,head_mean
1.87,270.0,95.0,28.0,10.0,0.1,0.6,0.6,0.2441,0.0,0.512,0.9006
1.8,260.0,105.0,28.0,10.0,0.1,0.8,0.8,0.3388,0.0,0.5143,0.851
1.98,300.0,95.0,20.0,20.0,0.1,1.0,1.0,0.319,0.2474,0.5429,0.9148
1.97,320.0,95.0,20.0,20.0,0.1,0.8,0.8,0.2842,0.0,0.6091,0.9889
1.82,300.0,95.0,28.0,10.0,0.1,0.4,0.4,0.1619,0.0,0.4857,0.9635
1.85,290.0,95.0,28.0,10.0,0.1,0.8,0.8,0.3351,0.0,0.5095,0.9331
1.82,290.0,95.0,28.0,10.0,0.1,0.8,0.8,0.3374,0.0,0.4992,0.9573
1.83,290.0,95.0,28.0,10.0,0.1,0.6,0.6,0.2516,0.0,0.4935,0.9616
1.92,270.0,95.0,20.0,20.0,0.1,0.8,0.8,0.1739,0.0,0.6208,0.8038
1.85,330.0,95.0,24.0,20.0,0.1,0.8,0.8,0.2819,0.0,0.6586,0.9889
1.88,270.0,95.0,28.0,10.0,0.1,0.8,0.8,0.3381,0.0,0.5141,0.8956
1.68,320.0,95.0,24.0,20.0,0.1,0.8,0.8,0.3011,0.0,0.6211,0.9994
1.78,300.0,85.0,28.0,10.0,0.1,0.8,0.8,0.2789,0.0,0.5898,0.9703
1.89,260.0,95.0,28.0,10.0,0.1,1.0,1.0,0.358,0.3413,0.5707,0.8995
1.86,270.0,95.0,28.0,10.0,0.1,0.8,0.8,0.311,0.0,0.5186,0.9177
1.85,300.0,95.0,28.0,10.0,0.1,0.6,0.6,0.2434,0.0,0.5083,0.9717
1.7,330.0,95.0,24.0,20.0,0.1,0.8,0.8,0.2904,0.0,0.637,0.9963
1.91,290.0,85.0,28.0,20.0,0.1,0.6,0.6,0.2289,0.0,0.5048,0.928
1.9,340.0,95.0,28.0,20.0,0.1,1.0,1.0,0.3353,0.2785,0.6332,0.9122
1.83,270.0,105.0,24.0,10.0,0.1,0.8,0.8,0.2327,0.0,0.6335,0.8218
1.84,270.0,95.0,28.0,10.0,0.1,0.6,0.6,0.219,0.0,0.5437,0.9365
1.9,310.0,95.0,24.0,20.0,0.1,0.6,0.6,0.2587,0.0,0.505,0.9661
1.85,270.0,95.0,28.0,10.0,0.1,0.8,0.8,0.308,0.0,0.514,0.9069
1.89,300.0,95.0,24.0,20.0,0.1,0.6,0.6,0.2158,0.0,0.51,0.9277
1.68,330.0,95.0,24.0,20.0,0.1,0.8,0.8,0.2911,0.0,0.624,0.9979
1.8,270.0,105.0,28.0,10.0,0.1,0.4,0.4,0.1969,0.0,0.5194,0.8173
1.83,340.0,105.0,28.0,20.0,0.1,0.8,1.0,0.2798,-0.0162,0.6376,0.9737
1.67,340.0,95.0,24.0,20.0,0.1,1.0,1.0,0.376,0.3677,0.6224,0.9926
1.96,240.0,105.0,28.0,20.0,0.1,1.0,1.0,0.2924,0.1222,0.5267,0.7185
1.82,280.0,95.0,28.0,10.0,0.1,1.0,1.0,0.3916,0.3786,0.4992,0.9349
1.99,280.0,85.0,28.0,20.0,0.1,0.6,0.6,0.1633,0.0,0.6468,0.874
1.95,310.0,95.0,24.0,20.0,0.1,0.8,0.8,0.3293,0.0,0.4818,0.9475
1.99,240.0,125.0,28.0,10.0,0.5,0.2,0.4,0.0486,-0.1145,0.1286,0.9748
1.84,290.0,95.0,28.0,10.0,0.1,0.6,0.6,0.2644,0.0,0.4834,0.9396
1.94,310.0,105.0,20.0,20.0,0.1,1.0,1.0,0.3363,0.1851,0.5362,0.8858
1.78,270.0,105.0,28.0,10.0,0.1,0.6,0.6,0.3102,0.0,0.4829,0.8561
1.97,230.0,115.0,20.0,20.0,0.5,0.4,0.4,0.0572,-0.0348,0.1383,0.996
1.98,310.0,95.0,24.0,20.0,0.1,0.8,0.8,0.2801,0.0,0.5237,0.9038
2.0,270.0,85.0,28.0,20.0,0.1,0.8,0.8,0.253,0.0,0.5189,0.8902
1.81,230.0,125.0,28.0,10.0,0.5,0.2,0.2,0.0965,0.0,0.142,0.946
1.99,240.0,115.0,28.0,10.0,0.5,0.2,0.2,0.0616,0.0,0.139,0.9877
1.9,220.0,125.0,28.0,20.0,0.5,0.2,0.2,0.1012,0.0,0.15,0.9906
1.94,340.0,95.0,24.0,20.0,0.1,1.0,1.0,0.3771,0.3652,0.6589,0.9586
1.86,260.0,105.0,28.0,10.0,0.1,0.6,0.6,0.2867,0.0,0.4937,0.816
1.68,270.0,125.0,28.0,10.0,0.5,0.2,0.2,0.0974,0.0,0.1404,0.9399
1.69,250.0,115.0,28.0,10.0,0.5,0.2,0.2,0.0358,0.0,0.1057,0.9987
1.95,330.0,105.0,24.0,20.0,0.1,1.0,1.0,0.4172,0.303,0.4993,0.9715
1.65,240.0,115.0,24.0,10.0,0.5,0.2,0.4,0.0733,0.0,0.1289,0.9751
1.92,290.0,95.0,24.0,20.0,0.1,1.0,1.0,0.2952,0.2287,0.5159,0.9118
1.96,230.0,125.0,24.0,20.0,0.5,0.4,0.4,0.0862,0.0,0.112,0.9929
1.9,250.0,125.0,28.0,10.0,0.3,0.8,0.8,0.1693,0.0,0.2394,0.9712
1.73,240.0,125.0,28.0,10.0,0.5,0.2,0.4,0.0854,0.0,0.0961,0.9977
1.93,260.0,125.0,28.0,10.0,0.3,0.6,0.6,0.1926,0.0,0.2262,0.9917
1.77,270.0,105.0,28.0,10.0,0.1,1.0,1.0,0.4689,0.3947,0.4971,0.9017
1.9,280.0,95.0,28.0,20.0,0.1,0.8,0.8,0.2475,0.0,0.5937,0.9582
1.98,230.0,115.0,28.0,10.0,0.5,0.4,0.4,-0.0723,-0.688,0.1456,0.455
1.74,220.0,125.0,24.0,20.0,0.5,0.2,0.2,0.0169,-0.0941,0.1559,0.9987
1.97,270.0,125.0,24.0,20.0,0.3,0.2,0.4,0.0591,-0.0203,0.2421,0.8379
1.68,240.0,125.0,28.0,10.0,0.5,0.4,0.4,0.1682,0.0,0.1168,0.9917
1.97,260.0,125.0,28.0,10.0,0.3,0.2,0.6,0.0499,-0.0553,0.2139,0.9821
1.9,260.0,125.0,28.0,10.0,0.3,0.6,0.6,0.1768,0.0,0.2274,0.9858
1.83,270.0,105.0,28.0,10.0,0.1,0.6,0.6,0.2343,0.0,0.6008,0.7669
1.98,240.0,105.0,24.0,10.0,0.5,0.2,0.2,0.0782,0.0,0.133,0.9884
2.0,280.0,125.0,24.0,20.0,0.3,0.4,0.4,0.1767,0.0,0.2311,0.9875
1.63,230.0,125.0,24.0,20.0,0.7,0.2,0.2,0.0545,0.0,0.1083,0.9939
2.0,220.0,115.0,28.0,20.0,0.5,0.2,0.2,0.1992,0.0,0.147,0.948
1.96,310.0,95.0,24.0,20.0,0.1,0.8,0.8,0.335,0.0,0.5059,0.94
2.0,290.0,125.0,28.0,20.0,0.3,0.2,0.2,0.1997,0.0,0.2139,0.9661
1.95,230.0,125.0,28.0,10.0,0.3,0.8,0.8,0.2407,0.0,0.2754,0.9672
1.86,230.0,125.0,24.0,10.0,0.5,0.6,0.6,0.1482,0.0,0.1255,0.9973
2.0,220.0,125.0,28.0,20.0,0.3,0.8,0.8,0.1694,0.0,0.2765,0.985
1.99,260.0,125.0,28.0,10.0,0.3,0.6,0.8,0.188,0.0,0.2136,0.9905
1.98,230.0,125.0,28.0,10.0,0.3,0.2,0.2,0.0604,0.0,0.2447,0.9798
1.93,240.0,115.0,28.0,10.0,0.3,0.8,0.8,0.1582,0.0,0.2766,0.9537
1.9,280.0,125.0,28.0,10.0,0.5,0.2,0.2,0.0335,0.0,0.1146,0.9909
1.95,220.0,125.0,28.0,20.0,0.3,0.4,0.4,0.1182,0.0,0.329,0.9731
1.93,230.0,125.0,24.0,10.0,0.7,0.8,0.8,0.1158,0.0,0.1002,0.9988
1.8,240.0,125.0,28.0,10.0,0.7,0.2,0.2,0.1052,0.0,0.0975,0.9934
1.92,230.0,115.0,20.0,20.0,0.7,0.4,0.4,0.0599,0.0,0.1004,0.9986
1.88,220.0,115.0,28.0,10.0,0.7,0.2,0.2,0.1002,0.0,0.1343,0.955
1.96,220.0,125.0,24.0,20.0,0.5,0.4,0.8,0.0276,-0.1105,0.1315,0.9993
1.98,220.0,115.0,24.0,20.0,0.7,0.4,0.4,0.0584,0.0,0.1227,0.998
1.67,250.0,125.0,28.0,10.0,0.7,0.2,0.2,0.0682,0.0,0.0812,0.9763
1.89,260.0,125.0,28.0,10.0,0.3,0.8,0.8,0.2415,0.0,0.2265,0.987
1.89,230.0,115.0,28.0,10.0,0.7,0.2,0.2,0.1759,0.0,0.1263,0.9938
1.95,250.0,125.0,28.0,10.0,0.3,0.2,0.4,0.0591,-0.0041,0.22,0.9841
1.99,220.0,115.0,24.0,20.0,0.7,0.6,0.6,0.1114,-0.1768,0.1282,0.9815
1.97,250.0,125.0,28.0,10.0,0.3,0.8,0.8,0.232,0.0,0.2203,0.9861
1.83,260.0,115.0,28.0,10.0,0.5,0.4,0.4,0.0675,-0.06,0.1391,0.9816
1.56,250.0,115.0,28.0,10.0,0.7,0.2,0.2,0.1729,0.0,0.0769,0.5006
1.96,220.0,115.0,28.0,10.0,0.7,0.4,0.4,0.1726,0.0,0.121,0.981
1.7,260.0,115.0,28.0,10.0,0.7,0.2,0.2,0.1323,0.0681,0.0984,0.9871
1.0,180.0,95.0,28.0,20.0,0.7,0.2,0.8,0.0457,-0.0012,0.1808,0.3471
1.76,240.0,125.0,28.0,10.0,0.7,0.2,0.2,0.1673,0.0,0.1086,0.9089
1.96,230.0,125.0,28.0,10.0,0.3,0.8,0.8,0.2135,0.0,0.2731,0.9683
2.0,230.0,125.0,28.0,10.0,0.5,0.6,0.8,0.0592,-0.149,0.1274,0.9955
2.0,250.0,125.0,20.0,10.0,0.7,0.4,1.0,0.0304,-0.1007,0.0813,0.9992
1.95,260.0,125.0,28.0,10.0,0.3,0.2,0.6,0.07,0.0,0.221,0.9895
1.94,230.0,125.0,28.0,10.0,0.3,0.8,0.8,0.2387,0.0,0.2821,0.959
1.84,260.0,125.0,28.0,10.0,0.3,0.4,0.4,0.1199,0.0,0.2473,0.9821
1.86,260.0,105.0,28.0,10.0,0.7,0.2,0.2,0.035,0.0,0.0786,0.9991
1.68,230.0,125.0,28.0,10.0,0.7,0.4,0.4,0.0882,0.0,0.1035,0.9998
1.64,250.0,115.0,28.0,10.0,0.7,0.2,0.2,0.1591,0.0,0.0913,0.9974
1.09,210.0,85.0,24.0,20.0,0.7,0.2,0.2,0.0312,0.0,0.0876,0.9992
1.68,250.0,125.0,28.0,10.0,0.7,0.4,0.4,0.2783,0.1276,0.0882,0.6727
